District,Block,School_ID,School_Name,Overall_Growth_pct,Boys_Growth_pct,Girls_Growth_pct,C8_Change_pct,C9_Change_pct,C10_Change_pct,C11_Change_pct,C12_Change_pct,Gender_Driver,Class_Driver,Growth_Pattern_Tag,Model_School_Flag
SONBHADRA,CHATRA,9700504511,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE RAMGARH,5570.0,4483.33,7200.0,2833.33,1828.57,,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
AMBEDKAR NAGAR,RAMNAGAR,9480802223,PT. D.D.U. GOVT. MODAL INTER COLLEGE RAMNAGAR,828.33,720.93,1100.0,,200.0,,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
BULANDSHAHR,KHURJA,9111101003,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE AHIRAULI,788.89,1057.14,618.18,-44.44,,,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
RAMPUR,SAID NAGAR,9050613601,GOVT INTER COLLEGE MOHAMMADPUR SHUMALI,678.57,985.71,371.43,,30.0,,775.0,,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
HARDOI,TN.AR. SANDILA,9252400106,RAJKIYE INTER COLLEGE BEGAMGANJ SANDILA,614.12,1416.67,398.51,,203.92,,317.65,,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
KAUSHAMBI,SIRATHU,9440305205,PANDIT DEEN DAYAL UPADHAYAY RAJKIY MADAL INTER COLLEGE DEVKHARPUR,581.18,473.91,707.69,1566.67,152.86,1900.0,12300.0,2166.67,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
MAHARAJGANJ,NICHLOUL,9570607909,RAJKIY INTER COLLEGE NAUNIYA,560.61,433.33,633.33,,169.7,,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
MUZAFFARNAGAR,SADAR,9020104012,GOVT INTER COLLEGE BAHADARPUR,541.94,758.82,278.57,,94.74,,283.33,,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
MAU,BADRAW,9620704305,PT DEENDAYAL UPADHYAY RAJKIY MODEL INTER COLLEGE KATIHARI MAU,511.63,541.18,492.31,,42.11,1680.0,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
HAMIRPUR (U.P.),SARILA,9380701008,GOVT HIGH SCHOOL BHERI DANDA,477.55,472.73,481.48,,934.78,73.08,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
FAIZABAD,MAWAI,9470607608,GOVT INTER COLLEGE SUNBA MAWAI AYODHYA,433.33,274.19,680.0,,62.75,,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
DEORIA,DESAHI DEORIA,9601802206,PT DEEN DAYAL UPADHYAY I C TILA TALI DESAHI DEORIA DEORIA,414.29,481.48,331.82,,760.0,163.16,1366.67,381.82,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
SITAPUR,BISWAN,9240307905,RAJKIYA INTER COLLEGE JANUVA BISWAN,399.2,447.37,358.82,,146.15,,103.33,,Boys-Led,Lower_Class_Growth,Boys-Led Lower Class Growth,True
MEERUT,KHARKHODA,9070302104,GOVT INTER COLLEGE JASORA,396.15,534.78,286.21,,63.89,3700.0,446.67,,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
SHRAWASTI,SIRSIYA,9510603804,"RAJKIYA INTER COLLEGE, GABBAPUR",390.0,324.0,500.0,,472.97,151.56,2333.33,430.77,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
BULANDSHAHR,PAHASU,9111402903,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE RASOOLGARH,384.0,536.84,290.32,1233.33,262.5,266.67,720.0,362.5,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
GORAKHPUR,CAMPIARGANJ,9581605212,GOVERNMENT INTER COLLEGE SONAURA BUJURG,356.87,405.15,315.79,56.52,71.52,,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
PILIBHIT,N. P. PILIBHIT,9210901104,GOVERNMENT INTER COLLEGE SHER MOHAMMAD PILIBHIT,337.5,300.0,347.37,,140.0,,155.56,,Girls-Led,Lower_Class_Growth,Girls-Led Lower Class Growth,True
BANDA,KAMASIN,9400704210,GOVERNMENT INTER COLLEGE LOHRA BLOCK KAMASIN ,307.32,429.41,220.83,,42.65,,392.86,,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
MORADABAD,THAKURDWARA,9041209504,GOVERNMENT INTER COLLEGE SAHBAJPUR KALA,297.56,484.62,210.71,,,21.95,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
BAREILLY,RICHHA(DAMKHODA),9200500206,GOVT. INTER COLLEGE MUNDIA JAGIR DAMKHODA,295.56,271.43,316.67,,20.0,,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
AMETHI - CSM NAGAR,BHETUA,9732303305,RAJKIY INTER COLLEGE,292.98,363.33,214.81,,4.88,,137.5,,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
GORAKHPUR,KAUDIRAM,9581500304,SHAHEED SHRI SAHAB SHUKLA GOVERNMENT INTER COLLEGE RUDAIN URF MAJHGAWA,289.58,386.67,245.45,,-43.75,,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
MAHOBA,JAITPUR,9390209206,GOVT. INTER COLLEGE SUGIRA JAITPUR ,283.51,274.47,292.0,,15.48,,500.0,,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
BIJNOR,ALLHEPUR(DHAMPUR),9030206502,GOVT INTER COLLEGE NANGLA NAINSI DHAMPUR,268.49,448.0,175.0,,58.49,,110.0,,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
MAHARAJGANJ,BRIJMAN GANJ,9571102112,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEAGE SAHAJANWA BABU,266.67,271.93,260.42,,95.0,82.22,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
BAREILLY,NAWABGANJ,9200400413,GOVT. INTER COLLEGE HAFIZGANJ NAWABGANJ,261.82,173.68,458.82,,48.57,,165.0,,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
JYOTIBA PHULE NAGAR (AMROHA),GANGESHWARI,9064100029,GOVT INTER COLLEGE BANSKA KALAN,258.82,270.97,245.61,129.03,144.44,,134.88,,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
KAUSHAMBI,KADA,9440801803,PANDIT DEEN DAYAL UPADHAYAY RAJKIY MADAL INTER COLLEGE KESARI,257.5,205.0,310.0,800.0,213.33,105.0,375.0,,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
GHAZIABAD,BHOJPUR,9090404504,GOVT. INTER COLLEGE MACHRI,256.67,309.09,226.32,,-13.33,,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
SITAPUR,MAHOLI,9241107705,RAJKIYA U.M.V. RAJVAPUR,246.51,276.92,200.0,,327.78,188.0,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
HARDOI,BHARAWAN,9251803913,GOVT. HIGHER SECONDERY SCHOOL BAHUTI KALAN PIN-241203,245.95,217.39,292.86,,342.86,118.75,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
BANDA,KAMASIN,9400701510,GOV INTER COLLEGE BEERA ,228.57,246.34,208.33,,-20.9,,370.0,,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
BAREILLY,VITHARI CHAINPUR,9201804403,GOVT. INTER COLLEGE BALIPUR AHMADPUR VITHRI CHAINPUR,226.96,179.27,345.45,4200.0,23.94,,141.86,,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
FAIZABAD,MILKIPUR,9471205909,GOVT INTER COLLEGE TAKSARA MILKIPUR AYODHYA,222.5,241.23,197.67,10.0,34.97,,403.7,,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
SHRAWASTI,HARIHARPUR RANI,9510206205,RAJKIYA HIGH SCHOOL GOTHWA,221.43,176.92,260.0,,334.48,100.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
RAMPUR,CHAMRAUVA,9050410802,"GOVT INTER COLLEGE, MANKARA, BLOCK CHAMRAUVA SADAR RAMPUR",220.44,194.44,249.23,242.11,29.58,,112.77,,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
SANT KABIR NAGAR,BAGHAULI,9561613001,GOVT. INTER COLLEGE BANAULI SANT KABIR NAGAR,219.81,152.27,267.74,37.5,-7.04,3133.33,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
SONBHADRA,MYORPUR,9700806705,GOVT. H.S.S. CHANGA,219.35,200.0,235.29,,386.67,62.5,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
AMBEDKAR NAGAR,AKBARPUR,9480101909,Pt Deendayal Upadhyay Govt Model Inter College Jafarganj,210.94,223.33,200.0,600.0,516.67,70.83,377.78,88.89,Boys-Led,Lower_Class_Growth,Boys-Led Lower Class Growth,True
HAPUR (PANCHSHEEL NAGAR),DHAULANA,9750603811,RAJKIYA INTER COLLEGE,203.87,194.59,212.35,-2.38,4.42,,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
MORADABAD,DILARI,9040601918,GOVERNMENT INTER COLLEGE SIHALI KHADDAR,200.0,193.75,207.69,190.0,35.0,437.5,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
BAREILLY,NAWABGANJ,9200403708,GOVT. INTER COLLEGE BARAUR NAWABGANJ,195.06,185.0,204.88,,-4.55,,180.0,,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
SAMBHAL (BHIM NAGAR),PAWANSA,9681000106,GOVERNMENT INTER COLLEGE,186.67,137.5,242.86,,11.11,,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
SANT KABIR NAGAR,BAGHAULI,9561606805,GOVT.HIGH SCHOOL JAMDEEH,186.11,346.67,71.43,,126.32,252.94,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
BULANDSHAHR,ANOOPSHAHAR,9111300603,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE SAURAKH,179.59,196.67,152.63,62.5,68.42,38.89,600.0,,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
SHAHJAHANPUR,KALAN,9221004402,RAJKIYA INTER COLLEGE SANGERI,179.17,183.78,171.74,,0.83,,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
KANSHIRAM NAGAR,SAHAVAR,9721105502,Pt Deendayal Upadhyay Govt Model Inter College Alauddinpur,177.66,199.3,154.2,267.74,100.0,217.86,220.83,190.0,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
BHADOI,AURAI,9710410107,Pt Deendayal Upadhyay Govt Model Inter College girdbadganv bhadohi,172.15,148.82,199.09,47.06,115.25,174.47,191.8,615.79,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
SITAPUR,MAHMOODABAD,9241003905,GOVT.HIGHER SECONDARY SCHOOL LALPUR,165.85,100.0,212.5,,213.64,110.53,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
AMBEDKAR NAGAR,BHIYAON,9480403803,PT. D.D.U GOVT. MODAL INTER COLLEGE INDHANA,165.8,118.75,258.46,,50.6,,13.64,,Girls-Led,Lower_Class_Growth,Girls-Led Lower Class Growth,True
GHAZIPUR,REOTIPUR,9651000130,GOVT. U.M.V. REOTIPUR,165.12,35.71,406.67,,272.22,88.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
MIRZAPUR,CHHANBEY,9690504408,GOVT. HIGH SCHOOL KUSHAHA,159.02,192.31,134.29,,200.0,121.88,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
MORADABAD,MUNDAPANDAY,9040909708,GOVERNMENT INTER COLLEGE SARKARA KHAS,152.55,120.97,178.67,,27.14,-31.34,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
BHADOI,AURAI,9710403802,GOVT. HIGH SCHOOL CHAKJURAVAN,151.38,92.86,213.21,,167.27,135.19,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KANNAUJ,TAL GRAM,9300308554,RAJKIYA INTER COLLEGE SAMDHAN,150.38,122.0,241.94,,13.08,2400.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
BAHRAICH,HUJUR PUR,9500612301,GIC BHAGADWA BAZAR HUJURPUR,148.85,132.8,170.65,35.56,179.66,97.22,365.0,276.19,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
MIRZAPUR,LALGANJ,9690308703,GOVT. HIGH SCHOOL KOTHI,148.15,173.91,129.03,,92.86,341.67,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
SHRAWASTI,SIRSIYA,9510604803,RAJKIYA HIGH SCHOOL TANGPASRI,147.62,117.31,196.88,,342.11,-13.04,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KAUSHAMBI,MANJHANPUR,9440100219,RAJKIYA INTER COLLEGE  OSA MANJHANPUR KAUSHAMBI,145.87,182.61,119.05,350.0,50.0,238.46,242.86,80.0,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
MUZAFFARNAGAR,JANSATH,9021203406,PANDIT DEEN DAYAL UPADHYAY RAJKIYA INTER COLLEGE KASAMPUR KHOLA MZN,144.83,153.12,134.62,2300.0,173.33,-22.22,266.67,283.33,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
BALRAMPUR,GAINDAS BUZURG,9521700805,GOVT. INTER COLLEGE ITAI RAMPUR,144.18,111.83,200.94,58.18,77.67,233.33,228.95,226.67,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
SONBHADRA,GHORAWAL,9700403203,Pt Deendayal Upadhyay Govt Model Inter College Mudiladeeh,142.93,234.81,91.25,165.96,129.81,67.91,179.66,406.45,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
HATHRAS,MURSAN,9130405102,PT Deen Dyal Upadhyay rajkiye model inter college tuksan,142.55,87.21,229.09,-30.0,88.89,160.0,1000.0,400.0,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
KANNAUJ,KANNAUJ,9300102803,RAJKIYA H.S.S. MITRASENPUR KANNAUJ,142.19,116.67,175.0,,214.29,86.11,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
MATHURA,CHAUMUHAN,9140504205,PT DEENDAYAL UPADHYAY GOV MODEL INTER COLLEGE SIHANA,141.94,200.0,98.11,-21.74,100.0,180.95,308.33,600.0,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
FATEHPUR,TELIYANI,9420506703,RAJKIYE U M V RAWATPUR,141.51,181.48,100.0,,250.0,75.76,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
FAIZABAD,MILKIPUR,9471207202,GOVERNMENT SECONDARY SCHOOL GARHA,140.0,121.88,165.22,,221.74,81.25,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
AMETHI - CSM NAGAR,BAHADURPUR,9732500904,Pt Deendayal Upadhayay Govt Model Inter College Udawa,138.85,155.41,124.1,,105.45,170.27,175.0,129.73,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
RAE BARELI,ROHANIYA,9281200803,PT DEEN DAYAL UPADHYAY MODEL INTER COLLEGE,138.03,142.86,134.88,,183.33,73.08,420.0,23.53,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
MAHARAJGANJ,NOUTANWA,9570706805,GOVT HSS VISHANPUR NAOUTANWA MAHARAJGANJ,137.72,85.45,186.44,,80.0,182.81,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
MAU,RANIPUR,9620603604,GOVT HSS SULTANIPUR RANIPUR,135.09,75.0,212.0,,164.52,100.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
MAINPURI,GHIROR,9180210215,Pt Deendayal Upadhyay Govt Model Inter College Shahjahanpur,134.72,133.33,135.9,,263.64,-47.17,1000.0,980.0,Balanced,Upper_Class_Growth,Balanced Upper Class Growth,True
SONBHADRA,BABHANI,9700701706,GOVT. U.M.V. IKDIRI,134.51,165.0,112.2,,19.44,252.86,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
SONBHADRA,CHOPAN,9700100503,GOVERNMENT INTER COLLEGE  GURMURA,133.67,117.52,147.5,,-30.71,,197.67,,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
VARANASI,HARHUA,9670304805,GOVT. HIGHSCHOOL BHAITHAULI,133.33,96.3,188.89,,128.57,137.5,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
AMBEDKAR NAGAR,RAMNAGAR,9480814301,RAJKEEYA HIGHER SEC SCH AMADERVESPUR,132.61,180.0,76.19,,170.83,90.91,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
MAHARAJGANJ,PANIYARA,9570400305,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEAGE KUWANCHAF,131.48,70.97,213.04,,164.71,32.43,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
BULANDSHAHR,GULAOTI,9111000704,RAJKIYA UMV SAINTHA,130.61,200.0,74.07,,86.36,166.67,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
SHAHJAHANPUR,JALALABAD,9220304005,RAJKIYE UCHTAR M.V. KHANDHAR,129.35,117.86,147.22,,125.53,133.33,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
BANDA,BABERU,9400502528,GOVT INTER COLLEGE MARKA ,128.83,134.82,122.73,,-19.62,,65.62,,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
CHANDAULI,CHAKIYA,9660211203,GHS BITHAWAL KALA,128.81,128.57,129.03,,136.36,119.23,,,Balanced,All_Round_Growth,Balanced All Round Growth,True
SHAHJAHANPUR,DADRAUL,9220102808,RAJKIYA INTER COLLEGE TIKRI,128.57,133.33,124.18,,-31.43,,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
AMETHI - CSM NAGAR,BAHADURPUR,9732500609,RAJKIYA HIGH SCHOOL PEEDHI,127.69,243.48,64.29,,94.87,176.92,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
KANSHIRAM NAGAR,PATIYALI,9721009433,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE BHARGAIN ,125.69,100.0,196.55,2500.0,124.0,53.19,140.0,175.0,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
MAINPURI,KURAWALI,9180302903,G.I.C.H.S.ROSINGPUR,125.0,183.33,86.11,,300.0,43.9,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
BALLIA,MANIAR,9630702404,RAJKIYA U M V BARSARI,123.4,123.33,123.53,,162.96,70.0,,,Balanced,All_Round_Growth,Balanced All Round Growth,True
BANDA,BABERU,9400500605,GOVT HIGH SCHOOL AHAR,122.81,293.33,61.9,,282.61,14.71,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
MATHURA,NANDGAON,9140602510,PT DEENDAYAL UPADHYAY GOV MODEL INTER COLLEGE KAMAR,121.57,125.0,113.33,,10.0,155.56,400.0,120.0,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
PRATAPGARH,PATTI,9431204804,G H S BASAULI,121.57,192.31,97.37,,97.06,170.59,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
BHADOI,DEEGH,9710502905,Pt Deendayal Upadhyay Govt Model Inter College Sagarraipur bhadohi,120.25,147.65,90.38,66.67,64.37,106.02,182.09,169.23,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
PRATAPGARH,AASPUR-DEOSARA,9430106703,Pt Deendayal Upadhyay Govt Model Inter College Mahuli Aspur Devsara,120.0,146.88,93.94,157.14,285.71,-2.63,533.33,400.0,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
MIRZAPUR,HALIA,9690211917,GOVT. HIGH SCHOOL HALIA,117.86,89.29,146.43,,39.13,480.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
SHRAWASTI,SIRSIYA,9510601103,RAJKIYA HIGH SCHOOL BHACHKAHI,117.39,331.25,3.33,,147.37,96.3,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
BAREILLY,SHERGARH,9200909424,GOVT. INTER COLLEGE SHERGARH,116.05,79.12,163.38,-80.0,225.0,119.23,46.27,229.63,Girls-Led,Lower_Class_Growth,Girls-Led Lower Class Growth,True
BAREILLY,RICHHA(DAMKHODA),9200503004,PT DEENDYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE KACHNERA RICHHA BAREILLY,112.98,253.33,39.53,350.0,76.74,94.23,123.53,223.53,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
FATEHPUR,BAHUA,9420706802,RAJKIYE U M V CHAK QUAZIPUR,111.48,65.52,153.12,,91.18,137.04,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
FAIZABAD,MAYA,9470706504,"GOVERNMENT HIGHER SECONDARY SCHOOL, BENWA",110.42,172.22,73.33,,235.29,41.94,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
KUSHINAGAR,SEORAHI,9591102105,PT DEENDAYAL UPADHYAY GOVT MODEL IC MATHIYA SHRIRAM,110.27,62.63,210.64,-46.43,825.0,-33.33,118.75,54.84,Girls-Led,Lower_Class_Growth,Girls-Led Lower Class Growth,True
MAU,RATANPURA,9620101007,GOVT HSS GARHA,109.52,205.0,65.12,,57.58,166.67,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
BUDAUN,DEHGANWAN,9191802012,"GOVT. INTER COLLEGE, NADHA BHOOR",109.47,107.55,112.7,462.5,92.98,168.97,28.26,113.79,Girls-Led,Lower_Class_Growth,Girls-Led Lower Class Growth,True
HATHRAS,SADABAD,9130610805,PT DEEN DAYAL RAJKIYE MODEL INTER COLLEGE SINSTA,108.26,48.44,175.44,,82.98,73.53,314.29,88.46,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
KHERI,BIJUA,9230113301,GOVT. H.S. FAIAJAL NAGAR GARNT,106.85,43.1,353.33,,168.75,58.54,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
AMETHI - CSM NAGAR,TILOI,9732201003,RAJKIY HIGH SCHOOL SAVITAPUR,106.67,82.86,140.0,,100.0,115.38,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
BASTI,KAPTANGANJ,9550218502,GOVT HR SEC SCHOOL SIKTA BASTI,105.56,178.26,51.61,,27.78,261.11,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
HARDOI,BHARAWAN,9251802705,PT DEEN DAYAL UPADHAYAY RAJKIYA MODEL INTER COLLEGE KHASRAUL,105.08,86.52,135.67,113.21,105.22,60.31,134.29,156.92,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
MIRZAPUR,NAGAR,9691410604,GOVT. HIGH SCHOOL SHAHPUR,104.92,67.57,162.5,,77.78,144.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KANPUR DEHAT,RASULABAD,9330908805,GOVT.GIRLS I.C.SIMRAMAU,104.76,25.0,187.1,,52.38,113.33,105.88,200.0,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
BASTI,HARRIYA,9551306804,GOVT HR SEC INDAULI,98.41,150.0,70.73,,125.0,62.96,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
BULANDSHAHR,JAHAGIRABAD,9111206006,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE KOTHARA KURAINA,97.78,160.0,58.18,,127.27,36.36,90.0,46.67,Boys-Led,Lower_Class_Growth,Boys-Led Lower Class Growth,True
SITAPUR,MAHMOODABAD,9241008803,Pt Deen Dayal Upadhyay Rajkiya Model Inter College Judaura Pac hdevra Chaubepur,96.97,104.35,88.89,175.0,47.83,76.74,173.33,162.5,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
CHANDAULI,NAUGARH,9660902603,GHS UDITPUR SURRA,96.15,70.97,133.33,,70.0,131.82,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
FIROZABAD,TUNDLA,9160304204,GOVT.HIGH SCHOOL THAR BALDI,95.16,250.0,50.0,,135.71,61.76,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
AMBEDKAR NAGAR,JAHANGIRGANJ,9480700805,GOVT GIRLS INTER COLLEGE TENDUAI KALA,94.44,248.72,45.53,,120.59,94.74,89.36,79.07,Boys-Led,Lower_Class_Growth,Boys-Led Lower Class Growth,True
SONBHADRA,MYORPUR,9700805803,GOVT. H.S.S. PIPARHAR,93.59,120.0,77.08,,132.56,45.71,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
HARDOI,AHIRORI,9250606504,"GOVT. HIGH SCHOOL, BHEETHA MAHA SINGH",93.55,76.27,123.53,,95.74,91.3,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
BHADOI,AURAI,9710401504,GOVT. HIGH SCHOOL LALANAGAR,93.15,83.95,104.62,,52.69,164.15,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
BUDAUN,QADARCHOWK,9190107202,PT.  DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE CHAUDERA,93.06,86.96,103.85,220.0,68.09,19.57,188.89,144.44,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
BALLIA,RASARA,9630306503,PT Deendayal Upadhyay Rajkiya Model Inter College Motira Rasra ballia,92.86,63.41,134.48,366.67,31.58,-9.09,650.0,175.0,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
MIRZAPUR,CHHANBEY,9690506703,GOVT. HIGH SCHOOL SUMATIYA,92.31,120.51,71.15,,40.0,156.1,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
BAHRAICH,KAISER GANJ,9500204403,GOV. INTER COLLEGE,92.2,138.74,61.99,216.67,17.71,57.78,106.45,450.0,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
GONDA,BELSAR,9531204020,G.H.S. SONAULI MOHAMMADPUR DEEH,90.67,88.57,92.5,,64.71,145.83,,,Balanced,All_Round_Growth,Balanced All Round Growth,True
AURAIYA,AURAIYA,9320103803,GOVT. U.M.V. MAANPUR,90.57,161.11,54.29,,60.61,140.0,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
PRATAPGARH,SHIVGARH,9431708707,Pt Deendayal Upadhyay Govt Model Inter College Kuradeeh Shivgarh,89.02,71.93,128.0,177.78,75.0,-29.27,1733.33,38.46,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
BHADOI,DEEGH,9710503303,GOVT. HIGH SCHOOL CHAKMANDHATA,88.75,118.75,68.75,,72.34,112.12,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
SITAPUR,LAHARPUR,9240802503,Pt Deen Dayal Upadhyay Rajkiya Model Inter College Patwara,88.58,95.28,79.35,95.24,146.94,51.85,81.25,94.44,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
BUDAUN,WAZEERGANJ,9191202502,"GOVT. HIGH SCHOOL, SOHI",88.52,74.19,103.33,,125.81,50.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
