school_id,school_name,district,block,School_Type,Class_Range_Label,Enroll_2223,Enroll_2324,Enroll_2425,Enroll_2526,Overall_Growth_pct,Trend_Tag,Stability_Label,CV_Pct,Girls_Ratio_Current,Girls_Growth_Pct,Boys_Growth_Pct,Girls_Imbalance_Flag,Girls_Declining_Flag,Avg_Continuity_Current,Low_Continuity_Flag,Weak_Continuity_Flag,Enroll_Gap_Current,Enroll_Pattern_Tag,Risk_Score,Risk_Level,Decline_flag,Severe_Decline_flag,Low_Continuity_flag,Wide_Enroll_Spread_flag,Low_Enrollment_flag,Volatile_flag,Girls_Decline_flag,Gender_Imbalance_flag,Small_School_flag,Gender_Driver,Class_Driver,Growth_Pattern_Tag,Model_School_Flag,Primary_Reason,Confidence_Level,All_Reasons_Detected,Potential_Score,Potential_Tag,Investment_Worthy,Girls_Progression_pct,Cont_C8_C9_pct,Weakest_Step,C10_C11_Trend,Ladder_Tag,Recovery_Pattern,Recovery_Strength,Had_Decline,Size_Tag,Size_Trend,Closure_Risk_Score,Closure_Risk_Tag,Active_Alerts,Max_Alert_Severity,Alert_Count
9150401704,"GOVT. HIGH SCHOOL, GANGRAUA",AGRA,BAROLI AHEER,Senior_Secondary,9-12,172.0,153.0,137,135,-21.51,Consistent Decline,Moderate,11.5,0.607,-8.89,-35.37,Yes,Yes,206.05,No,No,,Narrow Spread,7,HIGH RISK,Yes,Yes,No,No,No,No,Yes,Yes,No,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",1,Low Potential,False,0.0,4400000.0,C10-C11,Stable,Secondary School Only,Still Declining,No Recovery,True,Small School,Getting Smaller,3,High Risk,4-YEAR ENROLLMENT DECLINE,HIGH,1
9150405004,PT.DEENDAYAL UPADHYAY GOVT. I.C BIJHAMAI,AGRA,BAROLI AHEER,Middle_to_Higher,6-12,132.0,164.0,182,173,31.06,Peaked,Moderate,13.38,0.59,61.9,2.9,Yes,No,206.05,No,No,18.75,Moderate,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True,,,,3,Medium Potential,True,123.1,207.7,C10-C11,Fewer Girls Enrolling in C11,Class 10-11 Enrollment Gap,Full Recovery,Strong,True,Small School,Fluctuating,0,Safe,,,0
9150400904,RAJKIYA HIGH SCHOOL DIGNER,AGRA,BAROLI AHEER,Senior_Secondary,9-12,129.0,135.0,137,145,12.4,Consistent Growth,Stable,4.84,0.566,26.15,-1.56,Yes,No,206.05,No,No,,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,,,,False,,,,3,Medium Potential,True,0.0,4200000.0,C10-C11,Stable,Secondary School Only,No Recovery Needed,Moderate,False,Small School,Growing,1,Monitor,,,0
9150405203,VIRANGANA AVANTIBAI GOVT. GIRLS INTER COLLEGE KALAL KHERIA AGRA,AGRA,BAROLI AHEER,Middle_to_Higher,6-12,625.0,588.0,548,497,-20.48,Consistent Decline,Moderate,9.73,1.0,-20.48,,No,Yes,206.05,No,No,-101.61,Narrow Spread,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,,,,False,Undetermined,LOW,Undetermined,0,Low Potential,False,201.6,150.0,C10-C11,Stable,Strong Enrollment,Still Declining,No Recovery,True,Medium School,Getting Smaller,2,At Risk,4-YEAR ENROLLMENT DECLINE,HIGH,1
9150501805,GOVT HSS JAUPURA BICHPURI,AGRA,BICHPURI,Senior_Secondary,9-12,175.0,126.0,146,162,-7.43,Recovery,Moderate,13.89,0.537,-4.4,-10.71,Yes,Yes,206.05,No,No,,Narrow Spread,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",2,Medium Potential,False,0.0,5300000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9150503512,PT.DEENDAYAL UPADHYAY GOVT. MODEL I.C MIDAKUR,AGRA,BICHPURI,Middle_to_Higher,6-12,336.0,365.0,358,351,4.46,Peaked,Stable,3.52,0.575,22.42,-12.87,Yes,No,206.05,No,No,-66.67,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,,,,False,,,,2,Medium Potential,False,127.3,354.5,C9-C10,More Girls Enrolling in C11,Early Class Enrollment Gap,Full Recovery,Weak,True,Medium School,Fluctuating,0,Safe,,,0
9150607005,GOVT. HIGH SCHOOL KHUSHAPUR,AGRA,ETMADPUR,Senior_Secondary,9-12,97.0,78.0,93,106,9.28,Recovery,Moderate,12.49,0.66,29.63,-16.28,Yes,No,206.05,No,No,,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,,,,False,,,,3,Medium Potential,True,0.0,3600000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9150602003,RAJKIYA HIGH SCHOOL BAHRAMPUR,AGRA,ETMADPUR,Senior_Secondary,9-12,85.0,103.0,100,79,-7.06,Peaked,Moderate,12.63,0.595,20.51,-30.43,Yes,No,206.05,No,No,,Narrow Spread,3,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",1,Low Potential,False,0.0,2100000.0,C10-C11,Stable,Secondary School Only,Still Declining,No Recovery,True,Small School,Fluctuating,1,Monitor,ENROLLMENT CRASH; GIRLS ENROLLMENT DROP,CRITICAL,2
9150600506,RAJKIYA HIGH SCHOOL MITAWALI,AGRA,ETMADPUR,Senior_Secondary,9-12,126.0,125.0,129,135,7.14,Stable,Stable,3.5,0.541,7.35,6.9,Yes,No,206.05,No,No,,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,,,,False,,,,2,Medium Potential,False,0.0,3700000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Weak,True,Small School,Fluctuating,1,Monitor,,,0
9151104603,GHS NANDAPURA,AGRA,FATEHABAD,Senior_Secondary,9-12,35.0,37.0,39,36,2.86,Peaked,Stable,4.65,0.639,27.78,-23.53,Yes,No,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,Yes,,,,False,,,,2,Medium Potential,False,0.0,1800000.0,C10-C11,Stable,Secondary School Only,Full Recovery,Weak,True,Very Small,Fluctuating,2,At Risk,GIRLS ENROLLMENT DROP,HIGH,1
9151110303,"GOVT. HIGHER SECONDARY SCHOOL, BARANA",AGRA,FATEHABAD,Senior_Secondary,9-12,66.0,51.0,39,41,-37.88,Recovery,Volatile,25.06,0.341,-54.84,-22.86,Yes,Yes,206.05,No,No,,Narrow Spread,8,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,False,Social/Gender Barrier,HIGH,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",1,Low Potential,False,0.0,700000.0,C10-C11,Stable,Secondary School Only,Late Recovery,Weak,True,Very Small,Fluctuating,3,High Risk,GIRLS ENROLLMENT DROP,HIGH,1
9150701003,GOVT HSS CHAUMA SHAPUR F.SIKARI,AGRA,FATEHPUR  SIKRI,Senior_Secondary,9-12,56.0,68.0,64,52,-7.14,Peaked,Moderate,12.17,0.673,12.9,-32.0,Yes,No,206.05,No,No,,Narrow Spread,3,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",1,Low Potential,False,0.0,1900000.0,C10-C11,Stable,Secondary School Only,Still Declining,No Recovery,True,Small School,Fluctuating,1,Monitor,ENROLLMENT DECLINE; GIRLS ENROLLMENT DROP,HIGH,2
9150703903,RAJKIYA HIGH SCHOOL OLENDA,AGRA,FATEHPUR  SIKRI,Senior_Secondary,9-12,43.0,47.0,52,50,16.28,Peaked,Moderate,8.17,0.62,19.23,11.76,Yes,No,206.05,No,No,,Narrow Spread,3,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False,,,,2,Medium Potential,False,0.0,2500000.0,C10-C11,Stable,Secondary School Only,Full Recovery,Moderate,True,Very Small,Fluctuating,1,Monitor,,,0
9150804903,RAJKIYA HIGH SCHOOL CHANDSAURA,AGRA,JAGNER,Senior_Secondary,9-12,65.0,64.0,80,70,7.69,Volatile,Moderate,10.49,0.557,0.0,19.23,Yes,No,206.05,No,No,,Narrow Spread,3,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,,,,False,,,,1,Low Potential,False,0.0,2000000.0,C10-C11,Stable,Secondary School Only,Full Recovery,Weak,True,Small School,Fluctuating,1,Monitor,ENROLLMENT DECLINE,HIGH,1
9150802603,RAJKIYA HIGH SCHOOL RICHOHA,AGRA,JAGNER,Senior_Secondary,9-12,48.0,38.0,54,70,45.83,Recovery,Volatile,25.52,0.443,10.71,95.0,Yes,No,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False,,,,2,Medium Potential,False,0.0,1300000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9150909801,GOVERNMENT  INTER COLLEGE KACHHPURA AGRA,AGRA,JAITPUR  KALAN,Middle_to_Higher,6-12,66.0,49.0,41,58,-12.12,Recovery,Volatile,20.28,0.603,16.67,-36.11,Yes,No,206.05,No,No,41.18,Wide Spread,6,HIGH RISK,No,No,No,Yes,Yes,Yes,No,Yes,No,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour, Upper Class Only Decline",2,Medium Potential,False,85.7,142.8,C9-C10,More Girls Enrolling in C11,Multiple Enrollment Gaps,Late Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9150909606,GOVT. HIGH SCHOOL CHITRAHAT,AGRA,JAITPUR  KALAN,Senior_Secondary,9-12,93.0,91.0,95,85,-8.6,Volatile,Stable,4.75,0.471,-2.44,-13.46,Yes,Yes,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",1,Low Potential,False,0.0,2500000.0,C10-C11,Stable,Secondary School Only,Still Declining,No Recovery,True,Small School,Fluctuating,1,Monitor,ENROLLMENT DECLINE; GIRLS ENROLLMENT DROP,HIGH,2
9151003604,GOVT. GIRLS INTER COLLEGE AWALKHEDA AGRA,AGRA,KHANDOLI,Middle_to_Higher,6-12,490.0,550.0,560,515,5.1,Peaked,Moderate,6.1,1.0,5.1,,No,No,206.05,No,No,-227.03,Narrow Spread,0,LOW RISK,No,No,No,No,No,No,No,No,No,,,,False,,,,1,Low Potential,False,327.0,251.3,C11-C12,More Girls Enrolling in C11,Strong Enrollment,Full Recovery,Weak,True,Large School,Fluctuating,0,Safe,,,0
9151000133,GOVT. HIGH SCHOOL NAGLA JAUHARI AGRA,AGRA,KHANDOLI,Senior_Secondary,9-12,75.0,85.0,83,77,2.67,Peaked,Moderate,5.95,0.558,26.47,-17.07,Yes,No,206.05,No,No,,Narrow Spread,3,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,,,,False,,,,2,Medium Potential,False,0.0,2600000.0,C10-C11,Stable,Secondary School Only,Full Recovery,Weak,True,Small School,Fluctuating,1,Monitor,,,0
9151004507,PT. DEENDAYAL UPADHYAY GOVT. MODEL I.C SEMRA,AGRA,KHANDOLI,Middle_to_Higher,6-12,179.0,192.0,216,181,1.12,Peaked,Moderate,8.85,0.541,18.07,-13.54,Yes,No,206.05,No,No,-65.62,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,,,,False,,,,2,Medium Potential,False,355.5,255.5,C9-C10,More Girls Enrolling in C11,Early Class Enrollment Gap,Full Recovery,Weak,True,Small School,Fluctuating,0,Safe,ENROLLMENT DECLINE; GIRLS ENROLLMENT DROP,HIGH,2
9151000904,RAJKIYA HIGH SCHOOL KHEDA HAZIPUR,AGRA,KHANDOLI,Senior_Secondary,9-12,93.0,71.0,87,93,0.0,Recovery,Moderate,12.08,0.57,8.16,-9.09,Yes,No,206.05,No,No,,Narrow Spread,3,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,,,,False,,,,2,Medium Potential,False,0.0,2500000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9151004506,RAJKIYA HIGH SCHOOL SAIMRA,AGRA,KHANDOLI,Senior_Secondary,9-12,129.0,141.0,149,184,42.64,Consistent Growth,Volatile,15.68,0.549,27.85,66.0,Yes,No,206.05,No,No,,Narrow Spread,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True,,,,2,Medium Potential,False,0.0,5500000.0,C10-C11,Stable,Secondary School Only,No Recovery Needed,Strong,False,Small School,Growing,1,Monitor,,,0
9151206612,GOVT. GIRLS INTER COLLEGE  KHERAGARH AGRA,AGRA,KHERAGARH,Middle_to_Higher,6-12,173.0,155.0,167,161,-6.94,Volatile,Stable,4.73,1.0,-6.94,,No,Yes,206.05,No,No,-150.0,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,,,,False,Undetermined,LOW,Undetermined,1,Low Potential,False,250.0,300.0,C10-C11,More Girls Enrolling in C11,Moderate Enrollment,Still Declining,Weak,True,Small School,Fluctuating,0,Safe,,,0
9151714173,GOVT. GIRLS INTER COLLEGE SHAHGANJ AGRA,AGRA,M.C.AGRA CITY,Middle_to_Higher,6-12,566.0,600.0,567,527,-6.89,Peaked,Moderate,5.28,1.0,-6.89,,No,Yes,206.05,No,No,-110.0,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,,,,False,Undetermined,LOW,Undetermined,0,Low Potential,False,210.0,176.7,C11-C12,Stable,Strong Enrollment,Still Declining,No Recovery,True,Large School,Fluctuating,0,Safe,,,0
9151711940,GOVT. INTER COLLEGE SHAHGANJ AGRA,AGRA,M.C.AGRA CITY,Middle_to_Higher,6-12,1264.0,1275.0,1505,1333,5.46,Peaked,Moderate,8.28,0.0,,5.46,Yes,No,206.05,No,No,-201.48,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,,,,False,,,,1,Low Potential,False,,,,No Girls Data,No Girls Data,Full Recovery,Weak,True,Large School,Fluctuating,0,Safe,ENROLLMENT DECLINE; GENDER DESERT,HIGH,2
9151300704,RAJKIYA HIGH SCHOOL SAVORA,AGRA,PINAHAT,Senior_Secondary,9-12,55.0,65.0,65,55,0.0,Peaked,Moderate,9.62,0.509,16.67,-12.9,Yes,No,206.05,No,No,,Narrow Spread,3,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,,,,False,,,,1,Low Potential,False,0.0,1700000.0,C10-C11,Stable,Secondary School Only,Full Recovery,No Recovery,True,Small School,Fluctuating,1,Monitor,ENROLLMENT DECLINE,HIGH,1
9151405312,GOVT. HIGH SCHOOL TEHRA SAIYAN,AGRA,SAIYAN,Senior_Secondary,9-12,56.0,39.0,53,58,3.57,Recovery,Volatile,16.66,0.638,37.04,-27.59,Yes,No,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,,,,False,,,,3,Medium Potential,True,0.0,1900000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9151507604,"GOVT. HIGH SCHOOL, JAI NAGAR",AGRA,SHAMSHABAD,Senior_Secondary,9-12,124.0,109.0,122,134,8.06,Recovery,Moderate,8.41,0.552,-1.33,22.45,Yes,Yes,206.05,No,No,,Narrow Spread,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,,,,False,,,,2,Medium Potential,False,0.0,3400000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9151508107,RAJKIYA HIGH SCHOOL KOLARA KALAN,AGRA,SHAMSHABAD,Senior_Secondary,9-12,67.0,64.0,72,74,10.45,Recovery,Moderate,6.6,0.595,-2.22,36.36,Yes,Yes,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,,,,False,,,,1,Low Potential,False,0.0,2000000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Moderate,True,Small School,Fluctuating,1,Monitor,,,0
9120205303,RAJKIY HIGH SCHOOL KATHERA,ALIGARH,AKRABAD,Senior_Secondary,9-12,191.0,165.0,134,140,-26.7,Recovery,Volatile,16.55,0.536,-17.58,-35.0,Yes,Yes,206.05,No,No,,Narrow Spread,5,MEDIUM RISK,No,Yes,No,No,No,Yes,Yes,Yes,No,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",1,Low Potential,False,0.0,4000000.0,C10-C11,Stable,Secondary School Only,Late Recovery,Weak,True,Small School,Fluctuating,1,Monitor,,,0
9120306904,RAJKEYA INTER COLLEGE SAHNOL  ATRAULI,ALIGARH,ATRAULI,Middle_to_Secondary,6-10,425.0,354.0,277,199,-53.18,Consistent Decline,Volatile,31.07,0.583,-51.67,-55.14,Yes,Yes,206.05,No,No,,Narrow Spread,8,HIGH RISK,Yes,Yes,No,No,No,Yes,Yes,Yes,No,,,,False,Migration/Population Shift,MEDIUM,Migration/Population Shift,1,Low Potential,False,4200000.0,2300000.0,C9-C10,More Girls Enrolling in C11,Strong Enrollment,Still Declining,No Recovery,True,Small School,Getting Smaller,2,At Risk,4-YEAR ENROLLMENT DECLINE; ENROLLMENT CRASH; GIRLS ENROLLMENT CRASH; MULTI-RISK ENROLLMENT,CRITICAL,4
9120305202,RAJKEYA KANYA  INTER COLLEGE  NARONA,ALIGARH,ATRAULI,Middle_to_Higher,6-12,396.0,406.0,373,326,-17.68,Peaked,Moderate,9.49,1.0,-17.68,,No,Yes,206.05,No,No,-261.9,Narrow Spread,3,MEDIUM RISK,No,Yes,No,No,No,No,Yes,No,No,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",0,Low Potential,False,361.9,300.0,C10-C11,Fewer Girls Enrolling in C11,Class 10-11 Enrollment Gap,Still Declining,No Recovery,True,Medium School,Fluctuating,0,Safe,ENROLLMENT DECLINE; GIRLS ENROLLMENT DROP,HIGH,2
9120305706,RAJKEYA KANYA INTER COLLEGE CHANDAULA,ALIGARH,ATRAULI,Middle_to_Secondary,6-10,403.0,364.0,388,355,-11.91,Volatile,Moderate,5.82,0.994,2.92,-96.67,No,No,206.05,No,No,,Narrow Spread,0,LOW RISK,No,No,No,No,No,No,No,No,No,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",2,Medium Potential,False,6600000.0,9900000.0,C10-C11,More Girls Enrolling in C11,Class 10-11 Enrollment Gap,Still Declining,No Recovery,True,Medium School,Fluctuating,0,Safe,,,0
9120502307,Pt Deendayal Upadhyay Govt Model Inter College Badesara,ALIGARH,BIJAULI,Middle_to_Higher,6-12,120.0,122.0,145,148,23.33,Consistent Growth,Moderate,11.07,0.547,84.09,-11.84,Yes,No,206.05,No,No,-26.32,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,False,,,,3,Medium Potential,True,162.5,287.5,C10-C11,More Girls Enrolling in C11,Class 10-11 Enrollment Gap,No Recovery Needed,Strong,False,Small School,Growing,0,Safe,,,0
9120504604,RAJKEYA KANYA INTER COLLEGE DUTTA CHOLI,ALIGARH,BIJAULI,Middle_to_Secondary,6-10,116.0,87.0,76,49,-57.76,Consistent Decline,Volatile,33.8,1.0,-57.76,,No,Yes,206.05,No,No,,Narrow Spread,10,HIGH RISK,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",0,Low Potential,False,2100000.0,100000.0,C10-C11,Fewer Girls Enrolling in C11,Class 10-11 Enrollment Gap,Still Declining,No Recovery,True,Very Small,Getting Smaller,4,Critical,4-YEAR ENROLLMENT DECLINE; ENROLLMENT CRASH; GIRLS ENROLLMENT CRASH; MULTI-RISK ENROLLMENT,CRITICAL,4
