school_id,school_name,district,block,School_Type,Class_Range_Label,Enroll_Gap_Current,Enroll_Gap_Base,Enroll_Gap_Change,Enroll_Pattern_Tag
9120502307,Pt Deendayal Upadhyay Govt Model Inter College Badesara,ALIGARH,BIJAULI,Middle_to_Higher,6-12,-26.32,71.43,-97.75,Narrow Spread
9120504604,RAJKEYA KANYA INTER COLLEGE DUTTA CHOLI,ALIGARH,BIJAULI,Middle_to_Secondary,6-10,,,,Narrow Spread
9120708307,KIRAN DEVI RAJKEYA INTER COLLEGE BAMOTI,ALIGARH,CHANDAUS,Middle_to_Secondary,6-10,,,,Narrow Spread
9120703804,Pt Deendayal Upadhyay Govt Model Inter College,ALIGARH,CHANDAUS,Middle_to_Higher,6-12,-24.53,27.27,-51.8,Narrow Spread
9120708603,RAJKEYA HIGH SCHOOL PORAI CHANDAUS,ALIGARH,CHANDAUS,Senior_Secondary,9-12,,,,Narrow Spread
9120701402,RAJKEYA KANYA INTER COLLEGE DEORAU MOD,ALIGARH,CHANDAUS,Middle_to_Secondary,6-10,,,,Narrow Spread
9120101303,RAJKEYA HIGH SCHOOL RAHSUPUR DHANIPUR,ALIGARH,DHANIPUR,Senior_Secondary,9-12,,,,Narrow Spread
9120103509,RAJKEYA KANYA INTER COLLEGE KALAI,ALIGARH,DHANIPUR,Middle_to_Higher,6-12,-87.5,-2.63,-84.87,Narrow Spread
9120409603,RAJKEY HIGH SCHOOL NAVIPUR,ALIGARH,GANGIRI,Senior_Secondary,9-12,,,,Narrow Spread
9120402514,RAJKEYA HIGH SCHOOL GANGIRI ALIGARH,ALIGARH,GANGIRI,Senior_Secondary,9-12,,,,Narrow Spread
9120401935,RAJKEYA KANYA INTER COLLEGE CHHARA,ALIGARH,GANGIRI,Middle_to_Higher,6-12,-80.0,-200.0,120.0,Narrow Spread
9121108003,GAYATRI DEEVI RAJKEY INTER COLLEGE  GORAI,ALIGARH,GONDA,Full_School,1-12,-97.22,-97.78,0.56,Narrow Spread
9121109505,Pt Deendayal Upadhyay Govt Model Inter College Tamotia,ALIGARH,GONDA,Middle_to_Higher,6-12,8.0,55.0,-47.0,Narrow Spread
9121108012,SMT SAROJ SINGH RASTREYA I.C.GORAI,ALIGARH,GONDA,Middle_to_Higher,6-12,-98.08,-111.32,13.24,Narrow Spread
9121207805,GOVT. HIGH SCHOOL JAWAR,ALIGARH,IGLAS,Senior_Secondary,9-12,,,,Narrow Spread
9121206027,RAJKEY KANYA INTER COLLEGE,ALIGARH,IGLAS,Middle_to_Higher,6-12,-32.26,-72.22,39.96,Narrow Spread
9121200701,RAJKEYA HIGH SCHOOL RAITPUR IGLAS,ALIGARH,IGLAS,Senior_Secondary,9-12,,,,Narrow Spread
9120610205,ABHINAY VIDHYALAY CHHLESAR,ALIGARH,JAWAN,Secondary_Only,9-10,100.0,100.0,0.0,Wide Spread
9120611803,GHS PIPLAUTH,ALIGARH,JAWAN,Senior_Secondary,9-12,,,,Narrow Spread
9120601315,GOVERNTMENT INTER COLLEGE BARAULI,ALIGARH,JAWAN,Middle_to_Higher,6-12,,,,Narrow Spread
9120609204,RAJKEY KANYA INTER OLLEGE GODHA JAWAN,ALIGARH,JAWAN,Middle_to_Secondary,6-10,,,,Narrow Spread
9120601603,RAJKEYA HIGH SCHOOL KHURD KHERA JAWAN,ALIGARH,JAWAN,Senior_Secondary,9-12,,,,Narrow Spread
9120805708,Pt Deendayal Upadhyay Govt Model Inter College kherasattu,ALIGARH,KHAIR,Middle_to_Higher,6-12,-32.14,30.0,-62.14,Narrow Spread
9120805602,RAJKEYA  INTER COLLEGE  AHROLA KHAIR,ALIGARH,KHAIR,Middle_to_Higher,6-12,-12.0,-42.86,30.86,Narrow Spread
9120802203,VIKRAM VIDHYA MANDIR RAJKEYA INTER COLLEGE BANKNER KHAIR,ALIGARH,KHAIR,Middle_to_Secondary,6-10,,,,Narrow Spread
9121000503,RAJKEYA HIGH SCHOOL SINGHARPUR,ALIGARH,LODHA,Senior_Secondary,9-12,,,,Narrow Spread
9121307839,NAURANGI LAL RAJKIYA INTER COLLEGE,ALIGARH,NAGAR ALIGARH,Middle_to_Higher,6-12,-80.0,-143.56,63.56,Narrow Spread
9121307973,RAJKEYA KANYA INTER COLLEGE,ALIGARH,NAGAR ALIGARH,Full_School,1-12,-78.68,-88.8,10.12,Narrow Spread
9121403616,RAJKEYA KANYA INTER COLLEGE ATRAULI,ALIGARH,NAGAR ATRAULI,Middle_to_Higher,6-12,-193.33,-78.95,-114.38,Narrow Spread
9120906504,RAJKEYA HIGH SCHOOL SIMROTHI TAPPAL,ALIGARH,TAPPAL,Senior_Secondary,9-12,,,,Narrow Spread
9120911213,SMT REVATI GOYAL RAJKEYA KANYA I.C. JATTA,ALIGARH,TAPPAL,Middle_to_Higher,6-12,9.52,-255.56,265.08,Narrow Spread
9480110905,G G I C AKBARPUR,AMBEDKAR NAGAR,AKBARPUR,Full_School,1-12,,-388.89,,Narrow Spread
9480103707,GOVT GIRLS INTER COLLEGE BEWANA,AMBEDKAR NAGAR,AKBARPUR,Middle_to_Secondary,6-10,,,,Narrow Spread
9480114803,GOVT HIGHER SEC SCH KAHARA SULEMPUR,AMBEDKAR NAGAR,AKBARPUR,Senior_Secondary,9-12,,,,Narrow Spread
9480106311,GOVT HIGHER SEC SCH RAMPUR SAKARWARI,AMBEDKAR NAGAR,AKBARPUR,Senior_Secondary,9-12,,,,Narrow Spread
9480107905,GOVT INTER COLLEGE AKBARPUR,AMBEDKAR NAGAR,AKBARPUR,Middle_to_Secondary,6-10,,,,Narrow Spread
9480101909,Pt Deendayal Upadhyay Govt Model Inter College Jafarganj,AMBEDKAR NAGAR,AKBARPUR,Middle_to_Higher,6-12,-385.71,-1700.0,1314.29,Narrow Spread
9480100906,SAVITRI BAI FULE GOVT. GIRLS INTER COLLEGE,AMBEDKAR NAGAR,AKBARPUR,Middle_to_Secondary,6-10,,,,Narrow Spread
9480200403,GOVT HIGHER SEC SCH LAKHANPUR,AMBEDKAR NAGAR,BASKHARI,Senior_Secondary,9-12,,,,Narrow Spread
9480210203,RAJKIYA HIGHER SEC SCH00L TARAULI MUBARAKPUR,AMBEDKAR NAGAR,BASKHARI,Senior_Secondary,9-12,,,,Narrow Spread
9480308014,GOVT GIRLS INTER COLLEGE BHEETI,AMBEDKAR NAGAR,BHEETI,Middle_to_Secondary,6-10,,,,Narrow Spread
9480406306,GOVT HIGHER SEC SCH RAMGARH,AMBEDKAR NAGAR,BHIYAON,Senior_Secondary,9-12,,,,Narrow Spread
9480404812,KASTURABA GANDHI G HIGHER SEC SCH RATNA,AMBEDKAR NAGAR,BHIYAON,Senior_Secondary,9-12,,,,Narrow Spread
9480403803,PT. D.D.U GOVT. MODAL INTER COLLEGE INDHANA,AMBEDKAR NAGAR,BHIYAON,Middle_to_Higher,6-12,-175.51,,,Narrow Spread
9480700805,GOVT GIRLS INTER COLLEGE TENDUAI KALA,AMBEDKAR NAGAR,JAHANGIRGANJ,Middle_to_Secondary,6-10,,,,Narrow Spread
9480709005,GOVT HIGHER SEC SCH AHIRAULI RANIMAU,AMBEDKAR NAGAR,JAHANGIRGANJ,Senior_Secondary,9-12,,,,Narrow Spread
9480702111,GOVT HIGHER SEC SCH JAHANGIRGANJ,AMBEDKAR NAGAR,JAHANGIRGANJ,Senior_Secondary,9-12,,,,Narrow Spread
9480704404,GOVT HIGHER SEC SCHOOL KAMHARIA,AMBEDKAR NAGAR,JAHANGIRGANJ,Senior_Secondary,9-12,,,,Narrow Spread
9480602120,GOVT G INTER COLLEGE JALALPUR,AMBEDKAR NAGAR,JALALPUR,Middle_to_Higher,6-12,-44.74,-75.0,30.26,Narrow Spread
9480607607,GOVT HIGHER SEC SCH BAREPUR,AMBEDKAR NAGAR,JALALPUR,Senior_Secondary,9-12,,,,Narrow Spread
9480605504,GOVT HIGHER SEC SCH BASIYA,AMBEDKAR NAGAR,JALALPUR,Senior_Secondary,9-12,,,,Narrow Spread
9480502308,GOVT HIGHER SEC SCH PAHITIPUR,AMBEDKAR NAGAR,KATEHARI,Senior_Secondary,9-12,,,,Narrow Spread
9480501904,PT DEENDAYAL UPADHYAY GOVT MODAL IC PAHITIPUR KHAJOORDEEH AMBEDKAR NAGAR,AMBEDKAR NAGAR,KATEHARI,Middle_to_Higher,6-12,,-387.5,,Narrow Spread
9480508707,RAJKEY HIGHSCHOOL ASHRAFPUR BARAWAN,AMBEDKAR NAGAR,KATEHARI,Senior_Secondary,9-12,,,,Narrow Spread
9480811703,GOVT HIGHER SEC SCH CHANDANPUR,AMBEDKAR NAGAR,RAMNAGAR,Senior_Secondary,9-12,,,,Narrow Spread
9480802223,PT. D.D.U. GOVT. MODAL INTER COLLEGE RAMNAGAR,AMBEDKAR NAGAR,RAMNAGAR,Middle_to_Higher,6-12,-267.86,,,Narrow Spread
9480814301,RAJKEEYA HIGHER SEC SCH AMADERVESPUR,AMBEDKAR NAGAR,RAMNAGAR,Senior_Secondary,9-12,,,,Narrow Spread
9480814201,SMT SUMITRA DEVI SHUKLA GOVT GIRLS INTER COLLEGE ALAPUR,AMBEDKAR NAGAR,RAMNAGAR,Middle_to_Secondary,6-10,,,,Narrow Spread
9480917501,GOVT GIRLS INTER COLLEGE TANDA,AMBEDKAR NAGAR,TANDA,Middle_to_Secondary,6-10,,,,Narrow Spread
9480908706,GOVT HIGHER SEC SCH DIHWA MOHIUDDINPUR,AMBEDKAR NAGAR,TANDA,Senior_Secondary,9-12,,,,Narrow Spread
9480900604,GOVT HIGHER SEC SCH FARIDPUR KUTUB,AMBEDKAR NAGAR,TANDA,Senior_Secondary,9-12,,,,Narrow Spread
9480911206,GOVT VIDYUT PAR IC VIDYUTNAGAR,AMBEDKAR NAGAR,TANDA,Full_School,1-12,-150.0,-132.79,-17.21,Narrow Spread
9481002001,GOVT. GIRLS INTER COLLEGE NAGARPALIKA PARISHAD TANDA,AMBEDKAR NAGAR,TANDA TOWN AREA,Middle_to_Higher,6-12,-39.13,,,Narrow Spread
9730208001,GGIC AMETHI,AMETHI - CSM NAGAR,AMETHI,Middle_to_Higher,6-12,-395.0,-1100.0,705.0,Narrow Spread
9730200109,RAJKIYE HIGH SCHOOL,AMETHI - CSM NAGAR,AMETHI,Senior_Secondary,9-12,,,,Narrow Spread
9732500101,GGIC JAIS,AMETHI - CSM NAGAR,BAHADURPUR,Middle_to_Higher,6-12,,-41.38,,Narrow Spread
9732502201,GIC FURSATGANJ,AMETHI - CSM NAGAR,BAHADURPUR,Middle_to_Higher,6-12,-611.11,-573.21,-37.9,Narrow Spread
9732500102,GIC JAIS,AMETHI - CSM NAGAR,BAHADURPUR,Middle_to_Higher,6-12,-425.0,-176.92,-248.08,Narrow Spread
9732500904,Pt Deendayal Upadhayay Govt Model Inter College Udawa,AMETHI - CSM NAGAR,BAHADURPUR,Middle_to_Higher,6-12,,,,Narrow Spread
9732500206,RAJKEEYA HIGH SCHOOL,AMETHI - CSM NAGAR,BAHADURPUR,Senior_Secondary,9-12,,,,Narrow Spread
9732500609,RAJKIYA HIGH SCHOOL PEEDHI,AMETHI - CSM NAGAR,BAHADURPUR,Senior_Secondary,9-12,,,,Narrow Spread
9732704801,GGIC SONARI KALA,AMETHI - CSM NAGAR,BHADAR,Middle_to_Higher,6-12,-438.1,-326.92,-111.18,Narrow Spread
9732701209,GIC TIKARMAFI,AMETHI - CSM NAGAR,BHADAR,Middle_to_Higher,6-12,-677.78,-715.0,37.22,Narrow Spread
9732702403,RAJKIYA HIGH SCHOOL,AMETHI - CSM NAGAR,BHADAR,Senior_Secondary,9-12,,,,Narrow Spread
9732706101,RAMABAI AMBEDKAR GGIC,AMETHI - CSM NAGAR,BHADAR,Middle_to_Higher,6-12,-450.0,-310.0,-140.0,Narrow Spread
9732303305,RAJKIY INTER COLLEGE,AMETHI - CSM NAGAR,BHETUA,Middle_to_Higher,6-12,2.86,,,Narrow Spread
9731904502,GGIC GAURIGANJ,AMETHI - CSM NAGAR,GAURIGANJ,Middle_to_Higher,6-12,-310.0,-315.38,5.38,Narrow Spread
9731906204,PANDIT DEENDAYAL UPADHYAY RAJKEEYA  MODAL INTER COLLEGE ,AMETHI - CSM NAGAR,GAURIGANJ,Middle_to_Higher,6-12,,,,Narrow Spread
9730100401,GGIC JAGDISHPUR,AMETHI - CSM NAGAR,JAGDISHPUR,Middle_to_Higher,6-12,-73.08,-72.0,-1.08,Narrow Spread
9730106203,GOVT H S MANGRAULI JAGDISHPUR,AMETHI - CSM NAGAR,JAGDISHPUR,Senior_Secondary,9-12,,,,Narrow Spread
9730104402,RAJKIY HIGH SCHOOL RANIGANJ,AMETHI - CSM NAGAR,JAGDISHPUR,Senior_Secondary,9-12,,,,Narrow Spread
9732100101,GGIC JAMO,AMETHI - CSM NAGAR,JAMO,Middle_to_Higher,6-12,-141.67,-311.76,170.09,Narrow Spread
9732100205,RAJKIYE HIGH SCHOOL SARMEN,AMETHI - CSM NAGAR,JAMO,Senior_Secondary,9-12,,,,Narrow Spread
9732100115,UMA RAMAN INTER COLLEGE,AMETHI - CSM NAGAR,JAMO,Middle_to_Secondary,6-10,,,,Narrow Spread
9730301001,GGIC MUSAFIRKHANA,AMETHI - CSM NAGAR,MUSAFIRKHANA,Middle_to_Higher,6-12,-352.0,-126.37,-225.63,Narrow Spread
9730306605,PANDIT DEENDAYAL U RAJKIYE MODAL INTER COLLEGE,AMETHI - CSM NAGAR,MUSAFIRKHANA,Middle_to_Higher,6-12,79.66,57.14,22.52,Wide Spread
9730303904,RAJKIY HIGH SCHOOL KANJAS,AMETHI - CSM NAGAR,MUSAFIRKHANA,Senior_Secondary,9-12,,,,Narrow Spread
9730400406,GGIC SANGRAMPUR,AMETHI - CSM NAGAR,SANGRAMPUR,Middle_to_Secondary,6-10,,,,Narrow Spread
9732000201,GGIC SHAHGARH,AMETHI - CSM NAGAR,SHAHGARH,Middle_to_Higher,6-12,-196.55,-225.81,29.26,Narrow Spread
9732003204,GOVT HIGH SCHOOL AFUIYA,AMETHI - CSM NAGAR,SHAHGARH,Senior_Secondary,9-12,,,,Narrow Spread
9732002803,RAJKIY HAIGH SCHOOL,AMETHI - CSM NAGAR,SHAHGARH,Senior_Secondary,9-12,,,,Narrow Spread
9731800101,GGIC SHUKUL BAZAR,AMETHI - CSM NAGAR,SHUKULBAZAR,Middle_to_Higher,6-12,-8.0,-17.65,9.65,Narrow Spread
9731700510,RAJKIY HIGH SCHOOL SATAN KA PURWA,AMETHI - CSM NAGAR,SINGHPUR,Senior_Secondary,9-12,,,,Narrow Spread
9731700509,RAJKIY HIGH SCHOOL SINGHPUR,AMETHI - CSM NAGAR,SINGHPUR,Senior_Secondary,9-12,,,,Narrow Spread
9731700807,RAJKIY INTER COLLGE INHAUNA,AMETHI - CSM NAGAR,SINGHPUR,Middle_to_Higher,6-12,-145.45,-163.64,18.19,Narrow Spread
9731703504,RAJKIYA INTER COLLEGE RAJA FATEHPUR,AMETHI - CSM NAGAR,SINGHPUR,Middle_to_Higher,6-12,-46.51,-182.93,136.42,Narrow Spread
9732202304,RAJKIY HIGH SCHOOL CHITRA BUZURG,AMETHI - CSM NAGAR,TILOI,Senior_Secondary,9-12,,,,Narrow Spread
9732201003,RAJKIY HIGH SCHOOL SAVITAPUR,AMETHI - CSM NAGAR,TILOI,Senior_Secondary,9-12,,,,Narrow Spread
9732209101,RAJKIY HIGH SCHOOL SEMRAUTA,AMETHI - CSM NAGAR,TILOI,Senior_Secondary,9-12,,,,Narrow Spread
9320903205,GOVT. U.M.V. BHAISOL ACHHALDA,AURAIYA,ACHHALDA,Senior_Secondary,9-12,,,,Narrow Spread
9320900115,GOVT. U.M.V. PATA,AURAIYA,ACHHALDA,Senior_Secondary,9-12,,,,Narrow Spread
9320400109,GOVT GIRLS INTER COLLEGE AIRWAKATRA,AURAIYA,AIRWAKATRA,Middle_to_Secondary,6-10,,,,Narrow Spread
9320402003,GOVT. U.M.V. KARMUPUR,AURAIYA,AIRWAKATRA,Senior_Secondary,9-12,,,,Narrow Spread
9320100103,GOVT INTER COLLEGE AYANA  AURAIYA,AURAIYA,AURAIYA,Middle_to_Higher,6-12,-21.43,-55.56,34.13,Narrow Spread
9320103803,GOVT. U.M.V. MAANPUR,AURAIYA,AURAIYA,Senior_Secondary,9-12,,,,Narrow Spread
9320107404,GOVT. U.M.V. NASIRABAD,AURAIYA,AURAIYA,Senior_Secondary,9-12,,,,Narrow Spread
9320600102,GOVT. GIRLS INTER COLLEGE DIBIYAPUR,AURAIYA,BHAGYANAGAR,Full_School,1-12,-18.75,-180.0,161.25,Narrow Spread
9320608206,GOVT. U.M.V. JUA,AURAIYA,BHAGYANAGAR,Senior_Secondary,9-12,,,,Narrow Spread
9320602003,GOVT. U.M.V. TURKIPUR,AURAIYA,BHAGYANAGAR,Senior_Secondary,9-12,,,,Narrow Spread
9320500105,GOVT.  GIRLS INTER COLLEGE  BIDHURA,AURAIYA,BIDHUNA,Full_School,1-12,-361.54,-400.0,38.46,Narrow Spread
9320500271,GOVT. U.M.V. BHATAULI,AURAIYA,BIDHUNA,Senior_Secondary,9-12,,,,Narrow Spread
9320811706,GOVT GIRLS INTER COLLEGE SAHAR AURAIYA,AURAIYA,SAHAR,Full_School,1-12,-200.0,-400.0,200.0,Narrow Spread
9320805603,GOVT. U.M.V. BIJHAI SAHAR,AURAIYA,SAHAR,Senior_Secondary,9-12,,,,Narrow Spread
9320801103,GOVT. U.M.V. LAKHUNO,AURAIYA,SAHAR,Senior_Secondary,9-12,,,,Narrow Spread
9611201913,GOVT GIRLS INTER COLLEGE,AZAMGARH,ATRAULIYA,Middle_to_Secondary,6-10,,,,Narrow Spread
9612301305,GOVT B.I.COLLEGE RAIDOPUR,AZAMGARH,AZAMGRAH,Full_School,1-12,-281.48,-293.24,11.76,Narrow Spread
9611604608,GOVT. GIRLS HR. SECODARY SCHOOL,AZAMGARH,AZMATGARH,Middle_to_Higher,6-12,-176.79,-76.36,-100.43,Narrow Spread
9611515002,GOVT.GIRLS INTER COLLEGE BAGWAR,AZAMGARH,BILARIYAGANJ,Middle_to_Secondary,6-10,,,,Narrow Spread
9610806403,RAJKIYA UMV FATTEPUR FOOLPUR,AZAMGARH,FOOLPOOR,Senior_Secondary,9-12,,,,Narrow Spread
9611410802,G.B.U.M.V. PIHAR,AZAMGARH,HARRAIYA,Senior_Secondary,9-12,,,,Narrow Spread
9611400505,MAHANT RAMASHRYA DAS GOVT. I.C.,AZAMGARH,HARRAIYA,Middle_to_Higher,6-12,-488.89,-763.64,274.75,Narrow Spread
9611400703,R.U.M.V. ETAILY,AZAMGARH,HARRAIYA,Senior_Secondary,9-12,,,,Narrow Spread
9612000408,GOVT HSS MITTUPUR,AZAMGARH,JAHANAGANJ,Senior_Secondary,9-12,,,,Narrow Spread
9612014707,RAJKIYA U.M.V. KANAILA,AZAMGARH,JAHANAGANJ,Senior_Secondary,9-12,,,,Narrow Spread
9610401511,G.G.I.C. DEVGAON,AZAMGARH,LALGANJ,Senior_Secondary,9-12,,,,Narrow Spread
9610400611,G.G.I.C. KATGHAR LALGANJ,AZAMGARH,LALGANJ,Middle_to_Secondary,6-10,,,,Narrow Spread
9610405403,RAJKIYA UMV RASULPUR,AZAMGARH,LALGANJ,Senior_Secondary,9-12,,,,Narrow Spread
9610104507,"GOVT ABHINAV SCHOOL, TERAHI",AZAMGARH,MAHARAJ GANJ,Middle_to_Higher,6-12,84.62,50.0,34.62,Wide Spread
9611703403,G.G.H.S.S.SARAIMIR,AZAMGARH,MIRZAPUR,Full_School,1-12,-56.67,-63.64,6.97,Narrow Spread
9611800313,G G I C NANDAV,AZAMGARH,MOHAMMADPUR,Secondary_Only,9-10,100.0,100.0,0.0,Wide Spread
9611803703,G.U.M.V. KHARATI,AZAMGARH,MOHAMMADPUR,Senior_Secondary,9-12,,,,Narrow Spread
9611801105,GOVT H S S SURJANPUR,AZAMGARH,MOHAMMADPUR,Senior_Secondary,9-12,,,,Narrow Spread
9612205105,R.UMV DUBHAV,AZAMGARH,PALHNA,Senior_Secondary,9-12,,,,Narrow Spread
9610701108,GOVT. GIRLS H.S. SCHOOL PAWAI,AZAMGARH,PAWAE,Middle_to_Higher,6-12,-3550.0,-1728.57,-1821.43,Narrow Spread
9610705504,RAJKIYA U.M.V. SARAIPUL,AZAMGARH,PAWAE,Senior_Secondary,9-12,,,,Narrow Spread
9611006403,RAJKIYA U.M.V. RAISINGHPUR,AZAMGARH,TAHBERPUR,Senior_Secondary,9-12,,,,Narrow Spread
9610611101,R.B.U.M.V. BARAWANLALGANJ,AZAMGARH,TARWA,Middle_to_Higher,6-12,,-66.67,,Narrow Spread
9612106802,GOVT GIRLS I.C.  ASHWANIYA,AZAMGARH,THEKMA,Senior_Secondary,9-12,,,,Narrow Spread
9080104909,G.G.I.C BAGHPAT,BAGHPAT,BAGPAT,Middle_to_Higher,6-12,-50.55,-12.05,-38.5,Narrow Spread
9080104207,G.H.S AHERA,BAGHPAT,BAGPAT,Senior_Secondary,9-12,,,,Narrow Spread
9080103506,G.H.S FATEHPUR POOTHI,BAGHPAT,BAGPAT,Senior_Secondary,9-12,,,,Narrow Spread
