school_id,school_name,district,block,Dropout_Proxy_Current,Dropout_Proxy_Base,Dropout_Change,Dropout_Flag
9320100103,GOVT INTER COLLEGE AYANA  AURAIYA,AURAIYA,AURAIYA,-21.43,-55.56,34.13,Low
9320103803,GOVT. U.M.V. MAANPUR,AURAIYA,AURAIYA,,,,Low
9320107404,GOVT. U.M.V. NASIRABAD,AURAIYA,AURAIYA,,,,Low
9320600102,GOVT. GIRLS INTER COLLEGE DIBIYAPUR,AURAIYA,BHAGYANAGAR,-18.75,-180.0,161.25,Low
9320608206,GOVT. U.M.V. JUA,AURAIYA,BHAGYANAGAR,,,,Low
9320602003,GOVT. U.M.V. TURKIPUR,AURAIYA,BHAGYANAGAR,,,,Low
9320500105,GOVT.  GIRLS INTER COLLEGE  BIDHURA,AURAIYA,BIDHUNA,-361.54,-400.0,38.46,Low
9320500271,GOVT. U.M.V. BHATAULI,AURAIYA,BIDHUNA,,,,Low
9320811706,GOVT GIRLS INTER COLLEGE SAHAR AURAIYA,AURAIYA,SAHAR,-200.0,-400.0,200.0,Low
9320805603,GOVT. U.M.V. BIJHAI SAHAR,AURAIYA,SAHAR,,,,Low
9320801103,GOVT. U.M.V. LAKHUNO,AURAIYA,SAHAR,,,,Low
9611201913,GOVT GIRLS INTER COLLEGE,AZAMGARH,ATRAULIYA,,,,Low
9612301305,GOVT B.I.COLLEGE RAIDOPUR,AZAMGARH,AZAMGRAH,-281.48,-293.24,11.76,Low
9611604608,GOVT. GIRLS HR. SECODARY SCHOOL,AZAMGARH,AZMATGARH,-176.79,-76.36,-100.43,Low
9611515002,GOVT.GIRLS INTER COLLEGE BAGWAR,AZAMGARH,BILARIYAGANJ,,,,Low
9610806403,RAJKIYA UMV FATTEPUR FOOLPUR,AZAMGARH,FOOLPOOR,,,,Low
9611410802,G.B.U.M.V. PIHAR,AZAMGARH,HARRAIYA,,,,Low
9611400505,MAHANT RAMASHRYA DAS GOVT. I.C.,AZAMGARH,HARRAIYA,-488.89,-763.64,274.75,Low
9611400703,R.U.M.V. ETAILY,AZAMGARH,HARRAIYA,,,,Low
9612000408,GOVT HSS MITTUPUR,AZAMGARH,JAHANAGANJ,,,,Low
9612014707,RAJKIYA U.M.V. KANAILA,AZAMGARH,JAHANAGANJ,,,,Low
9610401511,G.G.I.C. DEVGAON,AZAMGARH,LALGANJ,,,,Low
9610400611,G.G.I.C. KATGHAR LALGANJ,AZAMGARH,LALGANJ,,,,Low
9610405403,RAJKIYA UMV RASULPUR,AZAMGARH,LALGANJ,,,,Low
9610104507,"GOVT ABHINAV SCHOOL, TERAHI",AZAMGARH,MAHARAJ GANJ,84.62,50.0,34.62,High Risk
9611703403,G.G.H.S.S.SARAIMIR,AZAMGARH,MIRZAPUR,-56.67,-63.64,6.97,Low
9611800313,G G I C NANDAV,AZAMGARH,MOHAMMADPUR,100.0,100.0,0.0,High Risk
9611803703,G.U.M.V. KHARATI,AZAMGARH,MOHAMMADPUR,,,,Low
9611801105,GOVT H S S SURJANPUR,AZAMGARH,MOHAMMADPUR,,,,Low
9612205105,R.UMV DUBHAV,AZAMGARH,PALHNA,,,,Low
9610701108,GOVT. GIRLS H.S. SCHOOL PAWAI,AZAMGARH,PAWAE,-3550.0,-1728.57,-1821.43,Low
9610705504,RAJKIYA U.M.V. SARAIPUL,AZAMGARH,PAWAE,,,,Low
9611006403,RAJKIYA U.M.V. RAISINGHPUR,AZAMGARH,TAHBERPUR,,,,Low
9610611101,R.B.U.M.V. BARAWANLALGANJ,AZAMGARH,TARWA,,-66.67,,Low
9612106802,GOVT GIRLS I.C.  ASHWANIYA,AZAMGARH,THEKMA,,,,Low
9080104909,G.G.I.C BAGHPAT,BAGHPAT,BAGPAT,-50.55,-12.05,-38.5,Low
9080104207,G.H.S AHERA,BAGHPAT,BAGPAT,,,,Low
9080103506,G.H.S FATEHPUR POOTHI,BAGHPAT,BAGPAT,,,,Low
9080103703,GIC JAHANGARH DAUJHA,BAGHPAT,BAGPAT,,,,Low
9080203312,G. G.I.C. BAVLI,BAGHPAT,BAROUT,-16.67,20.0,-36.67,Low
9080202903,G.H.S CHOBLI,BAGHPAT,BAROUT,,,,Low
9080400107,G.G.I.C BAROUT,BAGHPAT,BAROUT URBAN,-159.09,-95.0,-64.09,Low
9080304608,G.G.I.C. DAHA,BAGHPAT,BINOLY,-246.67,-316.67,70.0,Low
9080305606,G.H.S GANGNOLI,BAGHPAT,BINOLY,,,,Low
9080302506,G.H.S MAVIKALAN,BAGHPAT,BINOLY,,,,Low
9080501906,G.G.I.C TUGANA,BAGHPAT,CHHAPROLI,29.17,-30.77,59.94,Moderate
9080502304,G.H.S BADARKHA,BAGHPAT,CHHAPROLI,,,,Low
9080502006,G.H.S BODHA,BAGHPAT,CHHAPROLI,,,,Low
9080501109,G.H.S SOOP,BAGHPAT,CHHAPROLI,,,,Low
9080602704,G.H.S GONA,BAGHPAT,KHEKRA,,,,Low
9080601605,G.H.S MUBARIKPUR,BAGHPAT,KHEKRA,,,,Low
9080602802,G.H.S SUBHANPR,BAGHPAT,KHEKRA,,,,Low
9080705205,G.H.S BASAUD,BAGHPAT,PILANA,,,,Low
9080700903,G.H.S TIPANI,BAGHPAT,PILANA,,,,Low
9501001805,R H S SCHOOL RAJAPUR KALAN,BAHRAICH,BALHA,,,,Low
9501003802,R H SCHOOL PATRAHIYA,BAHRAICH,BALHA,,,,Low
9501002506,R.H. SCHOOL PAKDIYA DIWAN,BAHRAICH,BALHA,,,,Low
9500801802,R H SCHOOL KISHUNPURMAFI CHITTAURA,BAHRAICH,CHITTAURA,,,,Low
9500814601,R H SCHOOL SAMSA TARHAR CHITTAURA,BAHRAICH,CHITTAURA,,,,Low
9500308406,GOVT. HIGH SCHOOL BAUNDI,BAHRAICH,FAKHAR PUR,,,,Low
9500612301,GIC BHAGADWA BAZAR HUJURPUR,BAHRAICH,HUJUR PUR,-29.51,53.33,-82.84,Low
9500600107,GOVERNMENT G.H.S. SCHOOL,BAHRAICH,HUJUR PUR,,,,Low
9500608704,R H S JIGANIYA CHHATER PAL,BAHRAICH,HUJUR PUR,,,,Low
9500607203,R H SCHOOL CHAKUJOT,BAHRAICH,HUJUR PUR,,,,Low
9500608004,R. H. AILIHA,BAHRAICH,HUJUR PUR,,,,Low
9500108805,GOVT H S MUSTAFA BAD JARWAL,BAHRAICH,JARWAL,,,,Low
9500102903,GOVT H S SONBARSA JARAWAL,BAHRAICH,JARWAL,,,,Low
9500102506,R H S  KURSANDA,BAHRAICH,JARWAL,,,,Low
9500108207,R H S AHATA,BAHRAICH,JARWAL,,,,Low
9500100805,R HS NARAUDA,BAHRAICH,JARWAL,,,,Low
9500205111,GOV. HIGH SCHOOL LUDIYA NO-4,BAHRAICH,KAISER GANJ,,,,Low
9500204403,GOV. INTER COLLEGE,BAHRAICH,KAISER GANJ,-218.42,-83.33,-135.09,Low
9500200108,R H SCHOOL BADRAULI,BAHRAICH,KAISER GANJ,,,,Low
9500207202,R H SCHOOL UMARI KAISARGANJ,BAHRAICH,KAISER GANJ,,,,Low
9500203010,RAJKIYE BALIKA INTER COLLEGE,BAHRAICH,KAISER GANJ,-342.5,-229.55,-112.95,Low
9500206006,RAJKIYE HIGH SCHOOL GULHARIYA,BAHRAICH,KAISER GANJ,,,,Low
9500204705,RH SCHOOL PARSENDI,BAHRAICH,KAISER GANJ,,,,Low
9500400103,R H SCHOOL MAIKUPURWA,BAHRAICH,MAHSI,,,,Low
9500403005,R H SCHOOL NAKAHI,BAHRAICH,MAHSI,,,,Low
9500401203,RAJKEEY HIGH SCHOOL BAHORIKPUR MAHSI,BAHRAICH,MAHSI,,,,Low
9501108016,R H S CHALWA,BAHRAICH,MIHIN PURVA,,,,Low
9501102503,R H SCHOOL SALARPUR MIHIPURWA,BAHRAICH,MIHIN PURVA,,,,Low
9501110505,R.H. SCHOOL PARGAHWA,BAHRAICH,MIHIN PURVA,,,,Low
9501104605,R.H. SCHOOL PURAINA RAGHUNATHPUR,BAHRAICH,MIHIN PURVA,,,,Low
9501114002,R.H. SCHOOL RAMPURWA MATEHI,BAHRAICH,MIHIN PURVA,,,,Low
9501104004,R.H. SCHOOL URRA BAZAR,BAHRAICH,MIHIN PURVA,,,,Low
9501301904,RAJKEEYA INTER COLLEGE,BAHRAICH,NAGAR AREA,-65.38,-76.27,10.89,Low
9501301105,RAJKIYA BALIKA INTER COLLAGE ,BAHRAICH,NAGAR AREA,-90.32,-101.56,11.24,Low
9501204707,GOVT INTER COLLEGE LAKHAIYA KALAN,BAHRAICH,NAWAB GANJ,-69.23,-73.33,4.1,Low
9501207210,GOVT.G. INTER COLEGE,BAHRAICH,NAWAB GANJ,,,,Low
9501214301,R H SCHOOL PATNA NAWABGANJ,BAHRAICH,NAWAB GANJ,,,,Low
9501400411,MAMRAJ GOV. GIRLS H.S. SCHOOL,BAHRAICH,PAYAGPUR,,,,Low
9501401502,R HS GANGA PUR,BAHRAICH,PAYAGPUR,,,,Low
9501401304,R.H. SEMRIYAWAN,BAHRAICH,PAYAGPUR,,,,Low
9500903803,R H S BHAGTAPUR,BAHRAICH,RISIA,,,,Low
9500904603,R H SCHOOL BHOPATPUR CHAUKI,BAHRAICH,RISIA,,,,Low
9500505306,R.H. SCHOOL INTAHA,BAHRAICH,SHIV PUR,,,,Low
9500503505,R.H. SCHOOL RAMPUR DHOBIYAHAR,BAHRAICH,SHIV PUR,,,,Low
9500703302,GOVT HIGH SCHOOL TEDAVA SISTIPUR,BAHRAICH,TAJWA PUR,,,,Low
9500703604,GOVT INTER COLLEGE RAMPURWA,BAHRAICH,TAJWA PUR,-130.53,-182.69,52.16,Low
9501508302,R H SCHOOL BASANT TEPRA VISHESHWARGANJ,BAHRAICH,VISHESHWAR  GANJ,,,,Low
9501508303,R H SCHOOL GANGA JAMUNI VISHESHWARGANJ,BAHRAICH,VISHESHWAR  GANJ,,,,Low
9501508301,R H SCHOOL VISHESHWARGANJ VISHESHWARGANJ,BAHRAICH,VISHESHWAR  GANJ,,,,Low
9501504003,RH SCHOOL SEMRONA,BAHRAICH,VISHESHWAR  GANJ,,,,Low
9631601818,G.G.I.C. BAIRIA,BALLIA,BAIRIA,3.57,-5.88,9.45,Low
9631802003,GGIC BALLIA,BALLIA,BALLIA N.P.,-121.43,-94.9,-26.53,Low
9631800503,GIC BALLIA,BALLIA,BALLIA N.P.,-310.71,,,Low
9630900117,G G I C BANSDEEH BALLIA,BALLIA,BANSDEEH,-400.0,,,Low
9630904207,RAJKIYA U M V KEWRA,BALLIA,BANSDEEH,,,,Low
9631503802,RAJKIYA U M V BASUDHARPAH,BALLIA,BELAHARI,,,,Low
