District,Block,School_ID,School_Name,Total_2223,Total_2526,Overall_Growth_pct,YoY_Latest,Block_Zone,Girls_Ratio_Improving,Upper_Class_Growing,Bright_Spot_Flag,Potential_Score,Potential_Tag,Investment_Worthy
BAREILLY,SHERGARH,9200909424,GOVT. INTER COLLEGE SHERGARH,162,350,116.05,68.27,YELLOW,True,True,False,3,Medium Potential,True
BAREILLY,VITHARI CHAINPUR,9201803508,GOVT. GIRLS INTER COLLEGE URLA JAGIR VITHRI CHAINPUR,133,493,270.68,16.27,YELLOW,False,True,False,2,Medium Potential,False
BAREILLY,VITHARI CHAINPUR,9201800908,GOVT. HIGH SCHOOL BITHRI CHAINPUR BAREILLY,294,218,-25.85,6.86,YELLOW,False,False,False,1,Low Potential,False
BAREILLY,VITHARI CHAINPUR,9201804403,GOVT. INTER COLLEGE BALIPUR AHMADPUR VITHRI CHAINPUR,115,376,226.96,34.29,YELLOW,True,True,False,3,Medium Potential,True
BAREILLY,VITHARI CHAINPUR,9201808503,GOVT. SEC. SCHOOL AHILADPUR,123,143,16.26,1.42,YELLOW,True,False,False,2,Medium Potential,False
BASTI,BAHADURPUR,9550108107,GOVT HR SEC BEILI BAHADURPUR,42,79,88.1,-7.06,YELLOW,False,False,False,1,Low Potential,False
BASTI,BAHADURPUR,9550103003,GOVT HR SEC KALWARI EHATMALI,125,187,49.6,11.31,YELLOW,True,False,False,3,Medium Potential,True
BASTI,BAHADURPUR,9550102104,GOVT HR SEC KURHAPATTI DARIYANV,27,53,96.3,1.92,YELLOW,False,False,False,1,Low Potential,False
BASTI,BAHADURPUR,9550108106,GOVT HRSEC KHALIL PATTI,76,112,47.37,33.33,YELLOW,False,False,False,2,Medium Potential,False
BASTI,BASTI SADAR,9550713201,GOVT HR SEC KHAKUWA,73,79,8.22,12.86,YELLOW,False,False,False,2,Medium Potential,False
BASTI,DUBAULIA,9551500105,GOVT GIRLS H.S. GOPALPUR UNJI BASTI,34,52,52.94,79.31,YELLOW,False,False,False,2,Medium Potential,False
BASTI,DUBAULIA,9551500106,GOVT GIRLS HR SEC MAHULANI,72,104,44.44,10.64,YELLOW,True,False,False,3,Medium Potential,True
BASTI,DUBAULIA,9551500107,GOVT HR SEC RAMVAPUR RAJA,46,68,47.83,47.83,YELLOW,True,False,False,3,Medium Potential,True
BASTI,GAUR,9550518731,ABHINAV VIDYALAYA BABHNAN,92,170,84.78,30.77,ORANGE,False,True,False,3,Medium Potential,True
BASTI,GAUR,9550518709,GOVT HR SEC PIPRAHIA,88,55,-37.5,-8.33,ORANGE,False,False,False,0,Low Potential,False
BASTI,GAUR,9550518707,GOVT HR SEC VIDYALAY MEHDIYA KHADAK BAHADUR SINGH,65,38,-41.54,18.75,ORANGE,True,False,False,2,Medium Potential,False
BASTI,GAUR,9550518708,GOVT KANYA INTER COL KACHIYA,182,122,-32.97,-7.58,ORANGE,False,False,False,0,Low Potential,False
BASTI,HARRIYA,9551306804,GOVT HR SEC INDAULI,63,125,98.41,58.23,YELLOW,False,False,False,2,Medium Potential,False
BASTI,HARRIYA,9551313204,GOVT HR SEC VIDYALY BARAHPUR,68,103,51.47,68.85,YELLOW,True,False,False,3,Medium Potential,True
BASTI,KAPTANGANJ,9550218502,GOVT HR SEC SCHOOL SIKTA BASTI,54,111,105.56,19.35,GREEN,False,False,False,2,Medium Potential,False
BASTI,KUDRAHA,9551000904,GOVT HR SEC PARSANVA,32,45,40.62,-8.16,YELLOW,True,False,False,2,Medium Potential,False
BASTI,PARSHURAMPUR,9551207605,GOVT HIGH SEC SIKANDERPUR,224,248,10.71,6.44,YELLOW,True,False,False,3,Medium Potential,True
BASTI,PARSHURAMPUR,9551209803,PANDIT DEEN DAYAL UPADHYAY RAJKEEYA MODEL INTER COLLEGE SHRINGINAARI BASTI,506,437,-13.64,4.05,YELLOW,True,True,False,2,Medium Potential,False
BASTI,RUDHOLI,9550314108,PANDIT DEEN DAYAL UPADHYAY RAJKEEYA MODEL INTER COLLEGE GOTHWA BASTI,517,492,-4.84,1.44,YELLOW,True,False,False,1,Low Potential,False
BASTI,SALTOVA GOPALPUR,9550602507,GOVT HR SEC AJGAIVA JUNGLE,107,111,3.74,-3.48,YELLOW,True,False,False,2,Medium Potential,False
BASTI,TOWN AREA,9551404605,GOVT INTER COLLEGE BASTI,415,292,-29.64,-21.08,RED,False,False,False,0,Low Potential,False
BASTI,TOWN AREA,9551404606,GOVT KANYA INTER COLL BASTI,1083,880,-18.74,-10.02,RED,False,False,False,0,Low Potential,False
BASTI,VIKRAMJOT,9550905007,GOVT KANYA INTER COLL SONVARSHA BASTI,90,122,35.56,28.42,YELLOW,False,False,False,2,Medium Potential,False
BHADOI,ABHOLI,9710700106,GOVT. HIGH SCHOOL ABHOLI,164,128,-21.95,6.67,YELLOW,False,False,False,1,Low Potential,False
BHADOI,ABHOLI,9710700803,GOVT. HIGH SCHOOL KURHWA,84,70,-16.67,34.62,YELLOW,False,False,False,1,Low Potential,False
BHADOI,ABHOLI,9710702304,GOVT. HIGH SCHOOL RAMNAGAR,160,152,-5.0,0.0,YELLOW,True,False,False,1,Low Potential,False
BHADOI,ABHOLI,9710703203,GOVT. HIGH SCHOOL SADAUPUR,94,153,62.77,30.77,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,AURAI,9710421604,GOVT. GIRLS INTER COLLEGE JAGANNATHPUR,222,216,-2.7,0.47,YELLOW,False,False,False,0,Low Potential,False
BHADOI,AURAI,9710424903,GOVT. HIGH SCHOOL BARJI,66,111,68.18,3.74,YELLOW,False,False,False,1,Low Potential,False
BHADOI,AURAI,9710403802,GOVT. HIGH SCHOOL CHAKJURAVAN,109,274,151.38,10.93,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,AURAI,9710409703,GOVT. HIGH SCHOOL CHAKLALA,184,273,48.37,-1.09,YELLOW,True,False,False,2,Medium Potential,False
BHADOI,AURAI,9710405002,GOVT. HIGH SCHOOL CHAKVEERA,156,94,-39.74,51.61,YELLOW,False,False,False,1,Low Potential,False
BHADOI,AURAI,9710411704,GOVT. HIGH SCHOOL JHAUVA,66,110,66.67,15.79,YELLOW,False,False,False,2,Medium Potential,False
BHADOI,AURAI,9710401504,GOVT. HIGH SCHOOL LALANAGAR,146,282,93.15,18.99,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,AURAI,9710405904,GOVT. HIGH SCHOOL SAMDHA,117,177,51.28,13.46,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,AURAI,9710428804,P.D.D.U. GOVT. GIRLS INTER COLLEGE MAHARAJGANJ,640,582,-9.06,-2.51,YELLOW,False,True,False,1,Low Potential,False
BHADOI,AURAI,9710410107,Pt Deendayal Upadhyay Govt Model Inter College girdbadganv bhadohi,237,645,172.15,17.7,YELLOW,True,True,False,3,Medium Potential,True
BHADOI,BHADOHI,9710117503,GOVT. HIGH SCHOOL AJAYPUR,115,71,-38.26,-13.41,YELLOW,True,False,False,1,Low Potential,False
BHADOI,BHADOHI,9710126702,GOVT. HIGH SCHOOL BABHANAUTI,180,219,21.67,-5.19,YELLOW,True,False,False,2,Medium Potential,False
BHADOI,BHADOHI,9710114304,GOVT. HIGH SCHOOL BHAGWANPUR KANEHARI,77,108,40.26,16.13,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,BHADOHI,9710111903,GOVT. HIGH SCHOOL HARICHANDANPUR,137,221,61.31,16.32,YELLOW,False,False,False,2,Medium Potential,False
BHADOI,BHADOHI,9710109803,GOVT. HIGH SCHOOL KANDHIYA,175,129,-26.29,-11.03,YELLOW,True,False,False,1,Low Potential,False
BHADOI,BHADOHI,9710103503,GOVT. HIGH SCHOOL PARGASPUR,133,80,-39.85,-18.37,YELLOW,True,False,False,1,Low Potential,False
BHADOI,BHADOHI,9710119703,GOVT. HIGH SCHOOL SANVAIYA,200,327,63.5,18.91,YELLOW,False,False,False,1,Low Potential,False
BHADOI,BHADOHI,9710100704,GOVT. HIGH SCHOOL YAKOOBPUR,57,76,33.33,16.92,YELLOW,False,False,False,2,Medium Potential,False
BHADOI,DEEGH,9710514105,GOVT. HIGH SCHOOL BARIPUR,104,127,22.12,4.1,YELLOW,True,False,False,2,Medium Potential,False
BHADOI,DEEGH,9710503303,GOVT. HIGH SCHOOL CHAKMANDHATA,80,151,88.75,7.09,YELLOW,False,False,False,2,Medium Potential,False
BHADOI,DEEGH,9710510103,GOVT. HIGH SCHOOL CHANDAPUR,38,41,7.89,51.85,YELLOW,False,False,False,2,Medium Potential,False
BHADOI,DEEGH,9710511303,GOVT. HIGH SCHOOL DASHARAMPATTI,64,52,-18.75,1.96,YELLOW,True,False,False,1,Low Potential,False
BHADOI,DEEGH,9710510803,GOVT. HIGH SCHOOL NAGARDAH,37,14,-62.16,7.69,YELLOW,False,False,False,1,Low Potential,False
BHADOI,DEEGH,9710519205,KASTURBA GANDHI GOVT. HIGH SCHOOL VAHIDANAGAR,42,53,26.19,15.22,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,DEEGH,9710502905,Pt Deendayal Upadhyay Govt Model Inter College Sagarraipur bhadohi,326,718,120.25,4.36,YELLOW,False,True,False,1,Low Potential,False
BHADOI,GYANPUR,9710207607,GOVT. HIGH SCHOOL KASIDAHA,108,125,15.74,17.92,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,GYANPUR,9710208906,GOVT. HIGH SCHOOL PALI,172,202,17.44,7.45,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,GYANPUR,9710217803,GOVT. HIGH SCHOOL SARAI MISHRANI,162,142,-12.35,-14.97,YELLOW,True,False,False,1,Low Potential,False
BHADOI,GYANPUR,9710222719,SHRI KASHIRAJ RAJAKIYA SANSKRIT MAHAVIDHYALAY GYANPUR BHADOHI ,15,61,306.67,90.62,YELLOW,True,True,False,4,High Potential,True
BHADOI,GYANPUR,9710221518,VIBHUTI NARAYAN GOVT. INTER COLLEGE GYANPUR,1938,2079,7.28,1.51,YELLOW,True,True,False,2,Medium Potential,False
BHADOI,SURIYAVAN,9710311004,GOVT. HIGH SCHOOL ABHIYA,118,81,-31.36,-30.17,YELLOW,True,False,False,1,Low Potential,False
BHADOI,SURIYAVAN,9710307204,GOVT. HIGH SCHOOL ARJUNPUR,102,121,18.63,-4.72,YELLOW,False,False,False,1,Low Potential,False
BHADOI,SURIYAVAN,9710309603,GOVT. HIGH SCHOOL HARIHARPUR,129,155,20.16,30.25,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,SURIYAVAN,9710316203,GOVT. HIGH SCHOOL LALIPUR,110,162,47.27,26.56,YELLOW,True,False,False,3,Medium Potential,True
BHADOI,SURIYAVAN,9710313603,GOVT. HIGH SCHOOL MAHUAPUR,132,212,60.61,19.77,YELLOW,False,False,False,2,Medium Potential,False
BIJNOR,AAKU(NEHTOR),9030310602,GOVT GIRLS INTER COLLEGE,468,484,3.42,4.31,YELLOW,False,False,False,0,Low Potential,False
BIJNOR,AAKU(NEHTOR),9030317601,RAJKIYA HIGH SCHOOL NARAYAN KHERI,43,64,48.84,10.34,YELLOW,False,False,False,2,Medium Potential,False
BIJNOR,AAKU(NEHTOR),9030307205,RAJKIYA HIGHI SCHOOL MATORA MAN,48,53,10.42,29.27,YELLOW,False,False,False,2,Medium Potential,False
BIJNOR,AFZALGRAH,9030103004,.RAJKIYA SANT .RAVIDAS AVAM A.HIG.SEC. HAREWALI,67,83,23.88,80.43,ORANGE,True,False,False,3,Medium Potential,False
BIJNOR,AFZALGRAH,9030109405,GOVT ADARSH INTER COLLAGE,423,299,-29.31,-16.71,ORANGE,True,False,False,1,Low Potential,False
BIJNOR,AFZALGRAH,9030109406,GOVT GIRLS I.C. AFZALGARH,680,606,-10.88,-7.76,ORANGE,False,False,False,0,Low Potential,False
BIJNOR,AFZALGRAH,9030102412,GOVT GIRLS INTER COLLEGE SUAWALA BIJNOR,84,159,89.29,-3.05,ORANGE,False,True,False,2,Medium Potential,False
BIJNOR,AFZALGRAH,9030101608,GOVT NAVRATAN INTER COLLAGE,282,234,-17.02,9.35,ORANGE,False,True,False,2,Medium Potential,False
BIJNOR,AFZALGRAH,9030102505,RAJKIYA ADARSH JANTA INTER COLLEGE SHAHPUR JAMAL ,845,521,-38.34,-10.33,ORANGE,False,False,False,0,Low Potential,False
BIJNOR,AFZALGRAH,9030105703,RAJKIYA HIGHI SCHOOL JAFARABAD,44,52,18.18,23.81,ORANGE,True,False,False,3,Medium Potential,True
BIJNOR,ALLHEPUR(DHAMPUR),9030210703,GOVT GIRLS INTER COLLAGE SARKA,228,124,-45.61,-13.89,ORANGE,False,False,False,0,Low Potential,False
BIJNOR,ALLHEPUR(DHAMPUR),9030206502,GOVT INTER COLLEGE NANGLA NAINSI DHAMPUR,73,269,268.49,3.46,ORANGE,False,True,False,2,Medium Potential,False
BIJNOR,ALLHEPUR(DHAMPUR),9030205805,RAJKIYA HIGHI SCHOOL,128,133,3.91,2.31,ORANGE,True,False,False,2,Medium Potential,False
BIJNOR,ALLHEPUR(DHAMPUR),9030208202,RAKIYA INTER COLLEGE KUWDI PURA,570,475,-16.67,-7.77,ORANGE,False,False,False,0,Low Potential,False
BIJNOR,BIJNOR(NAGAR),9031203905,RAJKIYA INTER COLLEGE BIJNOR,1798,1299,-27.75,-17.99,RED,False,False,False,0,Low Potential,False
BIJNOR,BIJNOR(NAGAR),9031203904,RAJKIYA KANYA INTER COLLEGE,2393,2092,-12.58,-6.9,RED,False,False,False,0,Low Potential,False
BIJNOR,BURHANPUR(SEOHARA),9030401803,RAJKIYA HIGH SCHOOL NARAVALI,69,66,-4.35,69.23,YELLOW,True,False,False,2,Medium Potential,False
BIJNOR,DHAMPUR(NAGAR),9031401720,GOVT GIRLS INTER COLLEGE FATEHULLA PUR KHAS DHAMPUR,61,215,252.46,10.82,YELLOW,False,True,False,3,Medium Potential,True
BIJNOR,HALDAUR,9030501608,RAJKEEYA GIRLS INTER COLLEGE JHALU,897,726,-19.06,-8.56,ORANGE,False,False,False,0,Low Potential,False
BIJNOR,HALDAUR,9030501903,RAJKIYA HIGH SCHOOL BISAT,41,56,36.59,69.7,ORANGE,True,False,False,3,Medium Potential,True
BIJNOR,HALDAUR,9030503603,RAJKIYA HIGH SCHOOL PRATHVIPUR,81,74,-8.64,2.78,ORANGE,False,False,False,0,Low Potential,False
BIJNOR,JALILPUR,9030604402,GOVT GRILS INTER COLLEGE LUHARPURA,484,380,-21.49,-4.52,RED,False,False,False,0,Low Potential,False
BIJNOR,KIRATPUR,9030704706,G.G.I.C. KIRATPUR,1349,829,-38.55,-18.0,RED,False,False,False,0,Low Potential,False
BIJNOR,KIRATPUR,9030708103,RAJKEEY INTER COLLEGE BEGAMPUR SHADI,584,507,-13.18,-16.2,RED,False,False,False,0,Low Potential,False
BIJNOR,KIRATPUR,9030703406,RAJKIYA HIGHSCHOOL PADALA,92,49,-46.74,-15.52,RED,True,False,False,1,Low Potential,False
BIJNOR,KOTWALI,9030801307,GOV. HIGH SCHOOL MUNAWWARPUR SAID,60,50,-16.67,19.05,RED,True,False,False,2,Medium Potential,False
BIJNOR,KOTWALI,9030811006,GOVE.GIRLS HIGH SCHOOL BUDHAWALA,96,53,-44.79,-8.62,RED,True,False,False,1,Low Potential,False
BIJNOR,KOTWALI,9030806511,GOVT GIRL INTER COLLEGE BARHNAPUA,691,540,-21.85,-12.76,RED,False,False,False,0,Low Potential,False
BIJNOR,KOTWALI,9030840102,PANDIT DEENDYAL UPADHAYA RAJKIYA MODEL INTER COLEGE BENIPUR KOPA,349,255,-26.93,-0.78,RED,True,True,False,2,Medium Potential,False
BIJNOR,KOTWALI,9030811315,RAJKIYA HIGH SCHOOL,231,166,-28.14,-6.21,RED,True,False,False,1,Low Potential,False
BIJNOR,MOHD.PUR DEVMAL,9030926001,GOVT GIRLS INTER COLLEGE MEERAPUR BANGAR ,182,494,171.43,3.13,YELLOW,False,True,False,1,Low Potential,False
BIJNOR,MOHD.PUR DEVMAL,9030909303,RAJKIYA HIGH SCHOOL KAJIWALA,56,60,7.14,-1.64,YELLOW,False,False,False,1,Low Potential,False
BIJNOR,NAJIBABAD,9031006410,PT DEENDAYAL UPADHAYA RAJKIYE MODEL INTER COLLEGE SABALGARH BIJNOR,277,221,-20.22,-21.07,RED,True,True,False,2,Medium Potential,False
BIJNOR,NAJIBABAD,9031014203,RAJKIYA HIGH SCHOOL  JATTIWALA,101,30,-70.3,-44.44,RED,False,False,False,0,Low Potential,False
BIJNOR,NAJIBABAD,9031006113,RAJKIYA INTER COLLEGE BHAGUWALA,1327,1287,-3.01,2.31,RED,True,False,False,1,Low Potential,False
BIJNOR,NAJIBABAD(NAGAR),9031602431,GOVT INTER COLLEGE,1146,890,-22.34,-5.62,RED,False,False,False,0,Low Potential,False
BUDAUN,AASAFPUR,9191505203,"GOVT. HS SCHOOL,KORERA",80,105,31.25,50.0,YELLOW,False,False,False,2,Medium Potential,False
BUDAUN,AMBIYAPUR,9191303203,"GOVT. HIGH SCHOOL, SATAITI",114,94,-17.54,-7.84,RED,False,False,False,0,Low Potential,False
BUDAUN,BISAULI,9191600142,"GOVT. GIRLS INTER COLLEGE,BISOULI",1126,987,-12.34,-6.18,RED,False,True,False,1,Low Potential,False
BUDAUN,BISAULI,9191600150,"GOVT. HIGH SCHOOL, KARANPUR",70,50,-28.57,-3.85,RED,False,False,False,0,Low Potential,False
BUDAUN,BISAULI,9191606505,"GOVT. HS SCHOOL,PAPGAOAN",54,80,48.15,12.68,RED,True,False,False,3,Medium Potential,True
BUDAUN,BISAULI,9191603004,PT. DEENDAYAL UPADHAY GOVT. MODEL INTER COLLEGE NOORPUR,585,234,-60.0,-16.43,RED,True,False,False,1,Low Potential,False
BUDAUN,BUDAUN CITY,9192100288,GOVT. GIRLS INTER COLLEGE,1047,927,-11.46,-11.71,RED,False,True,False,1,Low Potential,False
BUDAUN,BUDAUN CITY,9192100333,GOVT. INTER COLLEGE,691,423,-38.78,-18.02,RED,False,False,False,0,Low Potential,False
BUDAUN,DATAGANJ,9190800117,"GOVT. GIRLS INTER COLLEGE, DATAGANJ",1143,1305,14.17,1.71,GREEN,False,True,False,1,Low Potential,False
BUDAUN,DEHGANWAN,9191806202,GOVT INTER COLLEGE NASIRPUR TAPPA MALSAI DEHGANWAN,148,141,-4.73,14.63,YELLOW,False,False,False,1,Low Potential,False
BUDAUN,DEHGANWAN,9191806301,"GOVT. HS SCHOOL,DAANPUR",34,74,117.65,48.0,YELLOW,True,False,False,3,Medium Potential,True
BUDAUN,DEHGANWAN,9191802012,"GOVT. INTER COLLEGE, NADHA BHOOR",169,354,109.47,8.26,YELLOW,True,True,False,3,Medium Potential,True
BUDAUN,JAGAT,9190600117,GOVT. HIGH SCHOOL JAGAT,217,203,-6.45,-3.79,YELLOW,False,False,False,0,Low Potential,False
BUDAUN,JAGAT,9190601811,"GOVT. HIGH SCHOOL, KHUNAK",121,138,14.05,18.97,YELLOW,False,False,False,2,Medium Potential,False
BUDAUN,JAGAT,9190601915,"GOVT. HS SCHOOL,GURGAWN,JAGAT",107,155,44.86,-1.27,YELLOW,True,False,False,2,Medium Potential,False
BUDAUN,JAGAT,9190602906,"GOVT. HS SCHOOL,UPERA",54,67,24.07,0.0,YELLOW,True,False,False,2,Medium Potential,False
BUDAUN,JAGAT,9190600504,"GOVT. INTER COLLEGE, GABHIYAI",153,168,9.8,-12.04,YELLOW,False,True,False,2,Medium Potential,False
BUDAUN,MIAUN,9191004103,"GOVT. GIRLS HIGH SCHOOL, MANSA NAGLA",56,52,-7.14,18.18,ORANGE,False,False,False,1,Low Potential,False
BUDAUN,QADARCHOWK,9190107203,GOVT INTER COLLEGE CHAUDERA QADARCHOWK,28,89,217.86,36.92,YELLOW,False,True,False,3,Medium Potential,True
BUDAUN,QADARCHOWK,9190102503,"GOVT. HIGH SCHOOL, KADER BARI",107,109,1.87,7.92,YELLOW,True,False,False,3,Medium Potential,True
BUDAUN,QADARCHOWK,9190101703,"GOVT. HIGH SCHOOL, MAMOOR GANJ",42,65,54.76,16.07,YELLOW,False,False,False,2,Medium Potential,False
BUDAUN,QADARCHOWK,9190104602,"GOVT. INTER COLLEGE,NIZAMPUR",311,388,24.76,9.92,YELLOW,True,True,False,3,Medium Potential,True
BUDAUN,QADARCHOWK,9190107202,PT.  DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE CHAUDERA,144,278,93.06,6.51,YELLOW,True,True,False,4,High Potential,True
BUDAUN,SAHASWAN CITY,9191900151,"GOVT. GIRLS INTER COLLEGE, SAHASWAN",40,85,112.5,14.86,GREEN,False,True,False,3,Medium Potential,True
BUDAUN,SALARPUR,9190403005,"GOVT. HIGH SCHOOL, SILHAIRI",34,71,108.82,33.96,YELLOW,False,False,False,2,Medium Potential,False
BUDAUN,SALARPUR,9190405111,"GOVT. HS SCHOOL,CHAKOLAR,SALARPUR",63,91,44.44,-1.09,YELLOW,True,False,False,2,Medium Potential,False
BUDAUN,SALARPUR,9190400305,PT.  DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE ARSIS BARKHIN,383,351,-8.36,-2.77,YELLOW,True,True,False,2,Medium Potential,False
BUDAUN,SAMRER,9191109503,"GOVT. HIGH SCHOOL, HANSI GANJ",157,103,-34.39,-11.97,RED,False,False,False,0,Low Potential,False
BUDAUN,SAMRER,9191103104,"GOVT. HS SCHOOL,SEERJAYLAL",96,98,2.08,28.95,RED,True,False,False,3,Medium Potential,True
BUDAUN,UJHANI,9190201510,"GOVT. HS SCHOOL,DEHMU",127,88,-30.71,-17.76,RED,False,False,False,0,Low Potential,False
BUDAUN,UJHANI,9190201511,"GOVT. HS SCHOOL,SIKANDRABAD",71,51,-28.17,-19.05,RED,True,False,False,1,Low Potential,False
BUDAUN,USAWAN,9190903606,"GOVT. HIGH SCHOOL, BHUNDI",188,143,-23.94,78.75,RED,True,False,False,2,Medium Potential,False
BUDAUN,WAZEERGANJ,9191203129,"GOVT. GIRLS INTER COLLEGE,SAIDPUR",71,78,9.86,25.81,YELLOW,False,True,False,3,Medium Potential,True
BUDAUN,WAZEERGANJ,9191202502,"GOVT. HIGH SCHOOL, SOHI",61,115,88.52,-0.86,YELLOW,True,False,False,2,Medium Potential,False
BUDAUN,WAZEERGANJ,9191205310,"GOVT. HS SCHOOL,NAULI HARNATHPUR",34,50,47.06,127.27,YELLOW,False,False,False,2,Medium Potential,False
BULANDSHAHR,AGAUTA,9113103504,GOVT HS LUHARLI,18,41,127.78,36.67,GREEN,False,False,False,2,Medium Potential,False
BULANDSHAHR,ANOOPSHAHAR,9111300603,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE SAURAKH,49,137,179.59,-2.84,YELLOW,False,True,False,2,Medium Potential,False
BULANDSHAHR,ANOOPSHAHAR,9111306105,RAJKIYA UMV BAGSARA,38,53,39.47,26.19,YELLOW,False,False,False,2,Medium Potential,False
BULANDSHAHR,ANOOPSHAHAR,9111305009,RAJKIYA UMV BIROLI,153,177,15.69,22.07,YELLOW,False,False,False,2,Medium Potential,False
BULANDSHAHR,ARNIA,9110408204,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE DHAKPURA,43,91,111.63,19.74,GREEN,True,True,False,4,High Potential,False
BULANDSHAHR,ARNIA,9110406002,RAJKIYA INTER COLLEGE THAGAURA,30,81,170.0,42.11,GREEN,True,True,False,4,High Potential,False
BULANDSHAHR,ARNIA,9110403708,RAJKIYA UMV AGHORA,64,89,39.06,14.1,GREEN,False,False,False,2,Medium Potential,False
BULANDSHAHR,B.B.NAGAR,9110700117,GOVT. GIRLS INTER COLLEGE,824,786,-4.61,-3.79,YELLOW,False,True,False,1,Low Potential,False
BULANDSHAHR,B.B.NAGAR,9110703906,RAJKIYA HIGH SCH MADONA,43,71,65.12,10.94,YELLOW,False,False,False,2,Medium Potential,False
BULANDSHAHR,BULANDSHAHR,9110106909,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE NAITHALA HASANPUR,172,185,7.56,-2.12,YELLOW,False,True,False,2,Medium Potential,False
BULANDSHAHR,BULANDSHAHR,9110101704,RAJKIYA H/S DHAMRAWALI,133,143,7.52,-2.05,YELLOW,False,False,False,1,Low Potential,False
BULANDSHAHR,BULANDSHAHR,9110104605,RAJKIYA HIGH SCH JALKHERA,64,56,-12.5,1.82,YELLOW,True,False,False,1,Low Potential,False
BULANDSHAHR,BULANDSHAHR,9110105403,RAJKIYA HIGH SCH KAJAMPUR DEVLI,97,99,2.06,3.12,YELLOW,False,False,False,1,Low Potential,False
BULANDSHAHR,BULANDSHAHR,9110104703,RAJKIYA INTER COLLEGE,184,162,-11.96,1.89,YELLOW,False,False,False,0,Low Potential,False
BULANDSHAHR,BULANDSHAHR,9110109402,RAJKIYA INTER COLLEGE KHETALPUR BHASAULI,111,145,30.63,-3.33,YELLOW,False,True,False,2,Medium Potential,False
BULANDSHAHR,BULANDSHAR NAGAR,9112900123,GOVERMENT INTER COLLEGE,503,725,44.14,-9.03,YELLOW,False,True,False,1,Low Potential,False
BULANDSHAHR,BULANDSHAR NAGAR,9112900133,GOVT GIRLS INTER COLLEGE,1611,1625,0.87,1.37,YELLOW,False,True,False,1,Low Potential,False
BULANDSHAHR,DANPUR,9110302703,GOVT HS AIDALPUR,28,33,17.86,3.12,YELLOW,False,False,False,1,Low Potential,False
BULANDSHAHR,DANPUR,9110303603,GOVT HS KANHERA,75,90,20.0,38.46,YELLOW,False,False,False,2,Medium Potential,False
BULANDSHAHR,DANPUR,9110300104,GOVT. GIRLS INTER COLLEGE,27,44,62.96,76.0,YELLOW,False,False,False,2,Medium Potential,False
BULANDSHAHR,DANPUR,9110300211,GOVT. JHS AKARWAS,34,68,100.0,11.48,YELLOW,False,False,False,2,Medium Potential,False
BULANDSHAHR,DANPUR,9110303604,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE KANHERA,174,158,-9.2,-0.63,YELLOW,True,False,False,1,Low Potential,False
BULANDSHAHR,DEBAI,9110800110,"GOVERNMENT GIRLS INTER COLLEGE, JAYRAMPUR BANGAR",54,88,62.96,49.15,YELLOW,False,False,False,2,Medium Potential,False
BULANDSHAHR,DEBAI,9110800506,GOVT. GIRLS INTER COLLEGE BILONA ROOP,36,36,0.0,5.88,YELLOW,False,False,False,1,Low Potential,False
BULANDSHAHR,DEBAI,9110803903,RAJKIYA BALIKA INTER COLLEGE PALAKESAR,266,596,124.06,8.76,YELLOW,False,True,False,2,Medium Potential,False
BULANDSHAHR,DEBAI,9110807504,RAJKIYA HIGH SCHOOL GHOSIPURA,68,48,-29.41,152.63,YELLOW,True,False,False,2,Medium Potential,False
BULANDSHAHR,DEBAI,9110805305,RAJKIYA HIGH SCHOOL SATOHA,171,167,-2.34,6.37,YELLOW,False,False,False,1,Low Potential,False
BULANDSHAHR,DEBAI,9110801803,"RAJKIYA HIGH SCHOOL, BADARPUR",47,51,8.51,54.55,YELLOW,False,False,False,2,Medium Potential,False
BULANDSHAHR,GULAOTI,9111003704,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAINPUR,292,310,6.16,-4.32,YELLOW,False,True,False,1,Low Potential,False
BULANDSHAHR,GULAOTI,9111000704,RAJKIYA UMV SAINTHA,49,113,130.61,-5.83,YELLOW,False,False,False,1,Low Potential,False
BULANDSHAHR,JAHAGIRABAD,9111206006,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE KOTHARA KURAINA,90,178,97.78,14.84,YELLOW,False,True,False,3,Medium Potential,True
BULANDSHAHR,JAHAGIRABAD,9111201504,RAJKIYA HIGH SCH DHAKROLI,51,70,37.25,9.38,YELLOW,False,False,False,2,Medium Potential,False
